date,demand,year,month,month_name,day,day_name
2004-02-08,0.0,2004,2,February,08,Sunday
2004-02-09,10.0,2004,2,February,09,Monday
2004-02-10,667.0,2004,2,February,10,Tuesday
2004-02-11,351.0,2004,2,February,11,Wednesday
2004-02-12,660.0,2004,2,February,12,Thursday
2004-02-13,413.0,2004,2,February,13,Friday
2004-02-14,0.0,2004,2,February,14,Saturday
2004-02-15,0.0,2004,2,February,15,Sunday
2004-02-16,0.0,2004,2,February,16,Monday
2004-02-17,341.0,2004,2,February,17,Tuesday
2004-02-18,956.0,2004,2,February,18,Wednesday
2004-02-19,630.0,2004,2,February,19,Thursday
2004-02-20,501.0,2004,2,February,20,Friday
2004-02-21,0.0,2004,2,February,21,Saturday
2004-02-22,0.0,2004,2,February,22,Sunday
2004-02-23,1387.0,2004,2,February,23,Monday
2004-02-24,865.0,2004,2,February,24,Tuesday
2004-02-25,258.0,2004,2,February,25,Wednesday
2004-02-26,259.0,2004,2,February,26,Thursday
2004-02-27,300.0,2004,2,February,27,Friday
2004-02-28,0.0,2004,2,February,28,Saturday
2004-02-29,0.0,2004,2,February,29,Sunday
2004-03-01,560.0,2004,3,March,01,Monday
2004-03-02,227.0,2004,3,March,02,Tuesday
2004-03-03,21.0,2004,3,March,03,Wednesday
2004-03-04,465.0,2004,3,March,04,Thursday
2004-03-05,62.0,2004,3,March,05,Friday
2004-03-06,0.0,2004,3,March,06,Saturday
2004-03-07,0.0,2004,3,March,07,Sunday
2004-03-08,1928.0,2004,3,March,08,Monday
2004-03-09,63.0,2004,3,March,09,Tuesday
2004-03-10,1555.0,2004,3,March,10,Wednesday
2004-03-11,1988.0,2004,3,March,11,Thursday
2004-03-12,2291.0,2004,3,March,12,Friday
2004-03-13,0.0,2004,3,March,13,Saturday
2004-03-14,0.0,2004,3,March,14,Sunday
2004-03-15,1586.0,2004,3,March,15,Monday
2004-03-16,686.0,2004,3,March,16,Tuesday
2004-03-17,1017.0,2004,3,March,17,Wednesday
2004-03-18,578.0,2004,3,March,18,Thursday
2004-03-19,1325.0,2004,3,March,19,Friday
2004-03-20,0.0,2004,3,March,20,Saturday
2004-03-21,0.0,2004,3,March,21,Sunday
2004-03-22,655.0,2004,3,March,22,Monday
2004-03-23,330.0,2004,3,March,23,Tuesday
2004-03-24,493.0,2004,3,March,24,Wednesday
2004-03-25,676.0,2004,3,March,25,Thursday
2004-03-26,411.0,2004,3,March,26,Friday
2004-03-27,0.0,2004,3,March,27,Saturday
2004-03-28,0.0,2004,3,March,28,Sunday
2004-03-29,97.0,2004,3,March,29,Monday
2004-03-30,388.0,2004,3,March,30,Tuesday
2004-03-31,520.0,2004,3,March,31,Wednesday
2004-04-01,577.0,2004,4,April,01,Thursday
2004-04-02,1981.0,2004,4,April,02,Friday
2004-04-03,0.0,2004,4,April,03,Saturday
2004-04-04,0.0,2004,4,April,04,Sunday
2004-04-05,21.0,2004,4,April,05,Monday
2004-04-06,510.0,2004,4,April,06,Tuesday
2004-04-07,662.0,2004,4,April,07,Wednesday
2004-04-08,43.0,2004,4,April,08,Thursday
2004-04-09,0.0,2004,4,April,09,Friday
2004-04-10,0.0,2004,4,April,10,Saturday
2004-04-11,0.0,2004,4,April,11,Sunday
2004-04-12,666.0,2004,4,April,12,Monday
2004-04-13,747.0,2004,4,April,13,Tuesday
2004-04-14,709.0,2004,4,April,14,Wednesday
2004-04-15,288.0,2004,4,April,15,Thursday
2004-04-16,1798.0,2004,4,April,16,Friday
2004-04-17,0.0,2004,4,April,17,Saturday
2004-04-18,0.0,2004,4,April,18,Sunday
2004-04-19,368.0,2004,4,April,19,Monday
2004-04-20,1403.0,2004,4,April,20,Tuesday
2004-04-21,673.0,2004,4,April,21,Wednesday
2004-04-22,570.0,2004,4,April,22,Thursday
2004-04-23,595.0,2004,4,April,23,Friday
2004-04-24,0.0,2004,4,April,24,Saturday
2004-04-25,0.0,2004,4,April,25,Sunday
2004-04-26,931.0,2004,4,April,26,Monday
2004-04-27,752.0,2004,4,April,27,Tuesday
2004-04-28,768.0,2004,4,April,28,Wednesday
2004-04-29,1471.0,2004,4,April,29,Thursday
2004-04-30,1022.0,2004,4,April,30,Friday
2004-05-01,0.0,2004,5,May,01,Saturday
2004-05-02,0.0,2004,5,May,02,Sunday
2004-05-03,170.0,2004,5,May,03,Monday
2004-05-04,1113.0,2004,5,May,04,Tuesday
2004-05-05,45.0,2004,5,May,05,Wednesday
2004-05-06,472.0,2004,5,May,06,Thursday
2004-05-07,192.0,2004,5,May,07,Friday
2004-05-08,0.0,2004,5,May,08,Saturday
2004-05-09,0.0,2004,5,May,09,Sunday
2004-05-10,1485.0,2004,5,May,10,Monday
2004-05-11,288.0,2004,5,May,11,Tuesday
2004-05-12,367.0,2004,5,May,12,Wednesday
2004-05-13,438.0,2004,5,May,13,Thursday
2004-05-14,895.0,2004,5,May,14,Friday
2004-05-15,0.0,2004,5,May,15,Saturday
2004-05-16,0.0,2004,5,May,16,Sunday
2004-05-17,1018.0,2004,5,May,17,Monday
2004-05-18,620.0,2004,5,May,18,Tuesday
2004-05-19,1150.0,2004,5,May,19,Wednesday
2004-05-20,425.0,2004,5,May,20,Thursday
2004-05-21,332.0,2004,5,May,21,Friday
2004-05-22,0.0,2004,5,May,22,Saturday
2004-05-23,0.0,2004,5,May,23,Sunday
2004-05-24,34.0,2004,5,May,24,Monday
2004-05-25,1837.0,2004,5,May,25,Tuesday
2004-05-26,395.0,2004,5,May,26,Wednesday
2004-05-27,272.0,2004,5,May,27,Thursday
2004-05-28,0.0,2004,5,May,28,Friday
2004-05-29,0.0,2004,5,May,29,Saturday
2004-05-30,0.0,2004,5,May,30,Sunday
2004-05-31,0.0,2004,5,May,31,Monday
2004-06-01,530.0,2004,6,June,01,Tuesday
2004-06-02,159.0,2004,6,June,02,Wednesday
2004-06-03,716.0,2004,6,June,03,Thursday
2004-06-04,240.0,2004,6,June,04,Friday
2004-06-05,0.0,2004,6,June,05,Saturday
2004-06-06,0.0,2004,6,June,06,Sunday
2004-06-07,1233.0,2004,6,June,07,Monday
2004-06-08,1579.0,2004,6,June,08,Tuesday
2004-06-09,56.0,2004,6,June,09,Wednesday
2004-06-10,411.0,2004,6,June,10,Thursday
2004-06-11,0.0,2004,6,June,11,Friday
2004-06-12,0.0,2004,6,June,12,Saturday
2004-06-13,0.0,2004,6,June,13,Sunday
2004-06-14,431.0,2004,6,June,14,Monday
2004-06-15,522.0,2004,6,June,15,Tuesday
2004-06-16,177.0,2004,6,June,16,Wednesday
2004-06-17,66.0,2004,6,June,17,Thursday
2004-06-18,420.0,2004,6,June,18,Friday
2004-06-19,0.0,2004,6,June,19,Saturday
2004-06-20,0.0,2004,6,June,20,Sunday
2004-06-21,633.0,2004,6,June,21,Monday
2004-06-22,592.0,2004,6,June,22,Tuesday
2004-06-23,855.0,2004,6,June,23,Wednesday
2004-06-24,881.0,2004,6,June,24,Thursday
2004-06-25,489.0,2004,6,June,25,Friday
2004-06-26,0.0,2004,6,June,26,Saturday
2004-06-27,0.0,2004,6,June,27,Sunday
2004-06-28,938.0,2004,6,June,28,Monday
2004-06-29,474.0,2004,6,June,29,Tuesday
2004-06-30,159.0,2004,6,June,30,Wednesday
2004-07-01,737.0,2004,7,July,01,Thursday
2004-07-02,526.0,2004,7,July,02,Friday
2004-07-03,0.0,2004,7,July,03,Saturday
2004-07-04,0.0,2004,7,July,04,Sunday
2004-07-05,0.0,2004,7,July,05,Monday
2004-07-06,1540.0,2004,7,July,06,Tuesday
2004-07-07,408.0,2004,7,July,07,Wednesday
2004-07-08,1992.0,2004,7,July,08,Thursday
2004-07-09,287.0,2004,7,July,09,Friday
2004-07-10,0.0,2004,7,July,10,Saturday
2004-07-11,0.0,2004,7,July,11,Sunday
2004-07-12,1264.0,2004,7,July,12,Monday
2004-07-13,353.0,2004,7,July,13,Tuesday
2004-07-14,1314.0,2004,7,July,14,Wednesday
2004-07-15,131.0,2004,7,July,15,Thursday
2004-07-16,310.0,2004,7,July,16,Friday
2004-07-17,0.0,2004,7,July,17,Saturday
2004-07-18,0.0,2004,7,July,18,Sunday
2004-07-19,1210.0,2004,7,July,19,Monday
2004-07-20,1243.0,2004,7,July,20,Tuesday
2004-07-21,1227.0,2004,7,July,21,Wednesday
2004-07-22,891.0,2004,7,July,22,Thursday
2004-07-23,1406.0,2004,7,July,23,Friday
2004-07-24,0.0,2004,7,July,24,Saturday
2004-07-25,0.0,2004,7,July,25,Sunday
2004-07-26,283.0,2004,7,July,26,Monday
2004-07-27,928.0,2004,7,July,27,Tuesday
2004-07-28,35.0,2004,7,July,28,Wednesday
2004-07-29,1072.0,2004,7,July,29,Thursday
2004-07-30,346.0,2004,7,July,30,Friday
2004-07-31,0.0,2004,7,July,31,Saturday
2004-08-01,0.0,2004,8,August,01,Sunday
2004-08-02,436.0,2004,8,August,02,Monday
2004-08-03,1130.0,2004,8,August,03,Tuesday
2004-08-04,303.0,2004,8,August,04,Wednesday
2004-08-05,907.0,2004,8,August,05,Thursday
2004-08-06,1796.0,2004,8,August,06,Friday
2004-08-07,0.0,2004,8,August,07,Saturday
2004-08-08,0.0,2004,8,August,08,Sunday
2004-08-09,84.0,2004,8,August,09,Monday
2004-08-10,1724.0,2004,8,August,10,Tuesday
2004-08-11,1530.0,2004,8,August,11,Wednesday
2004-08-12,1768.0,2004,8,August,12,Thursday
2004-08-13,2068.0,2004,8,August,13,Friday
2004-08-14,0.0,2004,8,August,14,Saturday
2004-08-15,0.0,2004,8,August,15,Sunday
2004-08-16,131.0,2004,8,August,16,Monday
2004-08-17,24.0,2004,8,August,17,Tuesday
2004-08-18,1297.0,2004,8,August,18,Wednesday
2004-08-19,282.0,2004,8,August,19,Thursday
2004-08-20,424.0,2004,8,August,20,Friday
2004-08-21,0.0,2004,8,August,21,Saturday
2004-08-22,0.0,2004,8,August,22,Sunday
2004-08-23,704.0,2004,8,August,23,Monday
2004-08-24,71.0,2004,8,August,24,Tuesday
2004-08-25,425.0,2004,8,August,25,Wednesday
2004-08-26,447.0,2004,8,August,26,Thursday
2004-08-27,295.0,2004,8,August,27,Friday
2004-08-28,0.0,2004,8,August,28,Saturday
2004-08-29,0.0,2004,8,August,29,Sunday
2004-08-30,636.0,2004,8,August,30,Monday
2004-08-31,344.0,2004,8,August,31,Tuesday
2004-09-01,555.0,2004,9,September,01,Wednesday
2004-09-02,416.0,2004,9,September,02,Thursday
2004-09-03,213.0,2004,9,September,03,Friday
2004-09-04,0.0,2004,9,September,04,Saturday
2004-09-05,0.0,2004,9,September,05,Sunday
2004-09-06,0.0,2004,9,September,06,Monday
2004-09-07,687.0,2004,9,September,07,Tuesday
2004-09-08,1047.0,2004,9,September,08,Wednesday
2004-09-09,676.0,2004,9,September,09,Thursday
2004-09-10,370.0,2004,9,September,10,Friday
2004-09-11,0.0,2004,9,September,11,Saturday
2004-09-12,0.0,2004,9,September,12,Sunday
2004-09-13,311.0,2004,9,September,13,Monday
2004-09-14,266.0,2004,9,September,14,Tuesday
2004-09-15,404.0,2004,9,September,15,Wednesday
2004-09-16,290.0,2004,9,September,16,Thursday
2004-09-17,441.0,2004,9,September,17,Friday
2004-09-18,0.0,2004,9,September,18,Saturday
2004-09-19,0.0,2004,9,September,19,Sunday
2004-09-20,47.0,2004,9,September,20,Monday
2004-09-21,23.0,2004,9,September,21,Tuesday
2004-09-22,1645.0,2004,9,September,22,Wednesday
2004-09-23,510.0,2004,9,September,23,Thursday
2004-09-24,656.0,2004,9,September,24,Friday
2004-09-25,0.0,2004,9,September,25,Saturday
2004-09-26,0.0,2004,9,September,26,Sunday
2004-09-27,320.0,2004,9,September,27,Monday
2004-09-28,380.0,2004,9,September,28,Tuesday
2004-09-29,592.0,2004,9,September,29,Wednesday
2004-09-30,894.0,2004,9,September,30,Thursday
2004-10-01,1143.0,2004,10,October,01,Friday
2004-10-02,0.0,2004,10,October,02,Saturday
2004-10-03,0.0,2004,10,October,03,Sunday
2004-10-04,507.0,2004,10,October,04,Monday
2004-10-05,184.0,2004,10,October,05,Tuesday
2004-10-06,825.0,2004,10,October,06,Wednesday
2004-10-07,704.0,2004,10,October,07,Thursday
2004-10-08,812.0,2004,10,October,08,Friday
2004-10-09,0.0,2004,10,October,09,Saturday
2004-10-10,0.0,2004,10,October,10,Sunday
2004-10-11,92.0,2004,10,October,11,Monday
2004-10-12,727.0,2004,10,October,12,Tuesday
2004-10-13,1186.0,2004,10,October,13,Wednesday
2004-10-14,235.0,2004,10,October,14,Thursday
2004-10-15,83.0,2004,10,October,15,Friday
2004-10-16,0.0,2004,10,October,16,Saturday
2004-10-17,0.0,2004,10,October,17,Sunday
2004-10-18,1261.0,2004,10,October,18,Monday
2004-10-19,4015.0,2004,10,October,19,Tuesday
2004-10-20,615.0,2004,10,October,20,Wednesday
2004-10-21,811.0,2004,10,October,21,Thursday
2004-10-22,806.0,2004,10,October,22,Friday
2004-10-23,0.0,2004,10,October,23,Saturday
2004-10-24,0.0,2004,10,October,24,Sunday
2004-10-25,1190.0,2004,10,October,25,Monday
2004-10-26,645.0,2004,10,October,26,Tuesday
2004-10-27,1124.0,2004,10,October,27,Wednesday
2004-10-28,556.0,2004,10,October,28,Thursday
2004-10-29,279.0,2004,10,October,29,Friday
2004-10-30,0.0,2004,10,October,30,Saturday
2004-10-31,0.0,2004,10,October,31,Sunday
2004-11-01,401.0,2004,11,November,01,Monday
2004-11-02,400.0,2004,11,November,02,Tuesday
2004-11-03,807.0,2004,11,November,03,Wednesday
2004-11-04,1294.0,2004,11,November,04,Thursday
2004-11-05,974.0,2004,11,November,05,Friday
2004-11-06,0.0,2004,11,November,06,Saturday
2004-11-07,0.0,2004,11,November,07,Sunday
2004-11-08,290.0,2004,11,November,08,Monday
2004-11-09,0.0,2004,11,November,09,Tuesday
2004-11-10,257.0,2004,11,November,10,Wednesday
2004-11-11,1260.0,2004,11,November,11,Thursday
2004-11-12,559.0,2004,11,November,12,Friday
2004-11-13,0.0,2004,11,November,13,Saturday
2004-11-14,0.0,2004,11,November,14,Sunday
2004-11-15,630.0,2004,11,November,15,Monday
2004-11-16,1074.0,2004,11,November,16,Tuesday
2004-11-17,601.0,2004,11,November,17,Wednesday
2004-11-18,377.0,2004,11,November,18,Thursday
2004-11-19,684.0,2004,11,November,19,Friday
2004-11-20,0.0,2004,11,November,20,Saturday
2004-11-21,0.0,2004,11,November,21,Sunday
2004-11-22,699.0,2004,11,November,22,Monday
2004-11-23,179.0,2004,11,November,23,Tuesday
2004-11-24,189.0,2004,11,November,24,Wednesday
2004-11-25,0.0,2004,11,November,25,Thursday
2004-11-26,775.0,2004,11,November,26,Friday
2004-11-27,0.0,2004,11,November,27,Saturday
2004-11-28,0.0,2004,11,November,28,Sunday
2004-11-29,824.0,2004,11,November,29,Monday
2004-11-30,1319.0,2004,11,November,30,Tuesday
2004-12-01,1740.0,2004,12,December,01,Wednesday
2004-12-02,125.0,2004,12,December,02,Thursday
2004-12-03,1378.0,2004,12,December,03,Friday
2004-12-04,0.0,2004,12,December,04,Saturday
2004-12-05,0.0,2004,12,December,05,Sunday
2004-12-06,608.0,2004,12,December,06,Monday
2004-12-07,1608.0,2004,12,December,07,Tuesday
2004-12-08,572.0,2004,12,December,08,Wednesday
2004-12-09,890.0,2004,12,December,09,Thursday
2004-12-10,862.0,2004,12,December,10,Friday
2004-12-11,0.0,2004,12,December,11,Saturday
2004-12-12,0.0,2004,12,December,12,Sunday
2004-12-13,228.0,2004,12,December,13,Monday
2004-12-14,892.0,2004,12,December,14,Tuesday
2004-12-15,21.0,2004,12,December,15,Wednesday
2004-12-16,123.0,2004,12,December,16,Thursday
2004-12-17,1283.0,2004,12,December,17,Friday
2004-12-18,0.0,2004,12,December,18,Saturday
2004-12-19,0.0,2004,12,December,19,Sunday
2004-12-20,364.0,2004,12,December,20,Monday
2004-12-21,487.0,2004,12,December,21,Tuesday
2004-12-22,608.0,2004,12,December,22,Wednesday
2004-12-23,113.0,2004,12,December,23,Thursday
2004-12-24,0.0,2004,12,December,24,Friday
2004-12-25,0.0,2004,12,December,25,Saturday
2004-12-26,0.0,2004,12,December,26,Sunday
2004-12-27,225.0,2004,12,December,27,Monday
2004-12-28,820.0,2004,12,December,28,Tuesday
2004-12-29,122.0,2004,12,December,29,Wednesday
2004-12-30,122.0,2004,12,December,30,Thursday
2004-12-31,285.0,2004,12,December,31,Friday
2005-01-01,0.0,2005,1,January,01,Saturday
2005-01-02,0.0,2005,1,January,02,Sunday
2005-01-03,842.0,2005,1,January,03,Monday
2005-01-04,1074.0,2005,1,January,04,Tuesday
2005-01-05,207.0,2005,1,January,05,Wednesday
2005-01-06,311.0,2005,1,January,06,Thursday
2005-01-07,437.0,2005,1,January,07,Friday
2005-01-08,0.0,2005,1,January,08,Saturday
2005-01-09,0.0,2005,1,January,09,Sunday
2005-01-10,104.0,2005,1,January,10,Monday
2005-01-11,711.0,2005,1,January,11,Tuesday
2005-01-12,221.0,2005,1,January,12,Wednesday
2005-01-13,798.0,2005,1,January,13,Thursday
2005-01-14,371.0,2005,1,January,14,Friday
2005-01-15,0.0,2005,1,January,15,Saturday
2005-01-16,0.0,2005,1,January,16,Sunday
2005-01-17,0.0,2005,1,January,17,Monday
2005-01-18,850.0,2005,1,January,18,Tuesday
2005-01-19,1897.0,2005,1,January,19,Wednesday
2005-01-20,107.0,2005,1,January,20,Thursday
2005-01-21,667.0,2005,1,January,21,Friday
2005-01-22,0.0,2005,1,January,22,Saturday
2005-01-23,0.0,2005,1,January,23,Sunday
2005-01-24,639.0,2005,1,January,24,Monday
2005-01-25,436.0,2005,1,January,25,Tuesday
2005-01-26,260.0,2005,1,January,26,Wednesday
2005-01-27,33.0,2005,1,January,27,Thursday
2005-01-28,989.0,2005,1,January,28,Friday
2005-01-29,0.0,2005,1,January,29,Saturday
2005-01-30,0.0,2005,1,January,30,Sunday
2005-01-31,571.0,2005,1,January,31,Monday
2005-02-01,471.0,2005,2,February,01,Tuesday
2005-02-02,469.0,2005,2,February,02,Wednesday
2005-02-03,806.0,2005,2,February,03,Thursday
2005-02-04,1037.0,2005,2,February,04,Friday
2005-02-05,0.0,2005,2,February,05,Saturday
2005-02-06,0.0,2005,2,February,06,Sunday
2005-02-07,21.0,2005,2,February,07,Monday
2005-02-08,233.0,2005,2,February,08,Tuesday
2005-02-09,1519.0,2005,2,February,09,Wednesday
2005-02-10,65.0,2005,2,February,10,Thursday
2005-02-11,582.0,2005,2,February,11,Friday
2005-02-12,0.0,2005,2,February,12,Saturday
2005-02-13,0.0,2005,2,February,13,Sunday
2005-02-14,289.0,2005,2,February,14,Monday
2005-02-15,812.0,2005,2,February,15,Tuesday
2005-02-16,307.0,2005,2,February,16,Wednesday
2005-02-17,920.0,2005,2,February,17,Thursday
2005-02-18,512.0,2005,2,February,18,Friday
2005-02-19,0.0,2005,2,February,19,Saturday
2005-02-20,0.0,2005,2,February,20,Sunday
2005-02-21,0.0,2005,2,February,21,Monday
2005-02-22,1018.0,2005,2,February,22,Tuesday
2005-02-23,238.0,2005,2,February,23,Wednesday
2005-02-24,586.0,2005,2,February,24,Thursday
2005-02-25,173.0,2005,2,February,25,Friday
2005-02-26,0.0,2005,2,February,26,Saturday
2005-02-27,0.0,2005,2,February,27,Sunday
2005-02-28,237.0,2005,2,February,28,Monday
2005-03-01,778.0,2005,3,March,01,Tuesday
2005-03-02,407.0,2005,3,March,02,Wednesday
2005-03-03,549.0,2005,3,March,03,Thursday
2005-03-04,43.0,2005,3,March,04,Friday
2005-03-05,0.0,2005,3,March,05,Saturday
2005-03-06,0.0,2005,3,March,06,Sunday
2005-03-07,834.0,2005,3,March,07,Monday
2005-03-08,579.0,2005,3,March,08,Tuesday
2005-03-09,239.0,2005,3,March,09,Wednesday
2005-03-10,65.0,2005,3,March,10,Thursday
2005-03-11,974.0,2005,3,March,11,Friday
2005-03-12,0.0,2005,3,March,12,Saturday
2005-03-13,0.0,2005,3,March,13,Sunday
2005-03-14,426.0,2005,3,March,14,Monday
2005-03-15,566.0,2005,3,March,15,Tuesday
2005-03-16,799.0,2005,3,March,16,Wednesday
2005-03-17,872.0,2005,3,March,17,Thursday
2005-03-18,646.0,2005,3,March,18,Friday
2005-03-19,0.0,2005,3,March,19,Saturday
2005-03-20,0.0,2005,3,March,20,Sunday
2005-03-21,258.0,2005,3,March,21,Monday
2005-03-22,11.0,2005,3,March,22,Tuesday
2005-03-23,1140.0,2005,3,March,23,Wednesday
2005-03-24,199.0,2005,3,March,24,Thursday
2005-03-25,0.0,2005,3,March,25,Friday
2005-03-26,0.0,2005,3,March,26,Saturday
2005-03-27,0.0,2005,3,March,27,Sunday
2005-03-28,375.0,2005,3,March,28,Monday
2005-03-29,483.0,2005,3,March,29,Tuesday
2005-03-30,88.0,2005,3,March,30,Wednesday
2005-03-31,772.0,2005,3,March,31,Thursday
2005-04-01,1029.0,2005,4,April,01,Friday
2005-04-02,0.0,2005,4,April,02,Saturday
2005-04-03,0.0,2005,4,April,03,Sunday
2005-04-04,133.0,2005,4,April,04,Monday
2005-04-05,830.0,2005,4,April,05,Tuesday
2005-04-06,636.0,2005,4,April,06,Wednesday
2005-04-07,629.0,2005,4,April,07,Thursday
2005-04-08,950.0,2005,4,April,08,Friday
2005-04-09,0.0,2005,4,April,09,Saturday
2005-04-10,0.0,2005,4,April,10,Sunday
2005-04-11,1598.0,2005,4,April,11,Monday
2005-04-12,522.0,2005,4,April,12,Tuesday
2005-04-13,1376.0,2005,4,April,13,Wednesday
2005-04-14,1100.0,2005,4,April,14,Thursday
2005-04-15,8298.0,2005,4,April,15,Friday
2005-04-16,0.0,2005,4,April,16,Saturday
2005-04-17,0.0,2005,4,April,17,Sunday
2005-04-18,65.0,2005,4,April,18,Monday
2005-04-19,1526.0,2005,4,April,19,Tuesday
2005-04-20,4597.0,2005,4,April,20,Wednesday
2005-04-21,2805.0,2005,4,April,21,Thursday
2005-04-22,243.0,2005,4,April,22,Friday
2005-04-23,0.0,2005,4,April,23,Saturday
2005-04-24,0.0,2005,4,April,24,Sunday
2005-04-25,539.0,2005,4,April,25,Monday
2005-04-26,1099.0,2005,4,April,26,Tuesday
2005-04-27,2148.0,2005,4,April,27,Wednesday
2005-04-28,1480.0,2005,4,April,28,Thursday
2005-04-29,619.0,2005,4,April,29,Friday
2005-04-30,0.0,2005,4,April,30,Saturday
2005-05-01,0.0,2005,5,May,01,Sunday
2005-05-02,170.0,2005,5,May,02,Monday
2005-05-03,52.0,2005,5,May,03,Tuesday
2005-05-04,798.0,2005,5,May,04,Wednesday
2005-05-05,2050.0,2005,5,May,05,Thursday
2005-05-06,53.0,2005,5,May,06,Friday
2005-05-07,0.0,2005,5,May,07,Saturday
2005-05-08,0.0,2005,5,May,08,Sunday
2005-05-09,372.0,2005,5,May,09,Monday
2005-05-10,2241.0,2005,5,May,10,Tuesday
2005-05-11,27.0,2005,5,May,11,Wednesday
2005-05-12,901.0,2005,5,May,12,Thursday
2005-05-13,744.0,2005,5,May,13,Friday
2005-05-14,0.0,2005,5,May,14,Saturday
2005-05-15,0.0,2005,5,May,15,Sunday
2005-05-16,1613.0,2005,5,May,16,Monday
2005-05-17,67.0,2005,5,May,17,Tuesday
2005-05-18,2786.0,2005,5,May,18,Wednesday
2005-05-19,1048.0,2005,5,May,19,Thursday
2005-05-20,972.0,2005,5,May,20,Friday
2005-05-21,0.0,2005,5,May,21,Saturday
2005-05-22,0.0,2005,5,May,22,Sunday
2005-05-23,131.0,2005,5,May,23,Monday
2005-05-24,915.0,2005,5,May,24,Tuesday
2005-05-25,251.0,2005,5,May,25,Wednesday
2005-05-26,1500.0,2005,5,May,26,Thursday
2005-05-27,52.0,2005,5,May,27,Friday
2005-05-28,0.0,2005,5,May,28,Saturday
2005-05-29,0.0,2005,5,May,29,Sunday
2005-05-30,0.0,2005,5,May,30,Monday
2005-05-31,2010.0,2005,5,May,31,Tuesday
2005-06-01,1708.0,2005,6,June,01,Wednesday
2005-06-02,664.0,2005,6,June,02,Thursday
2005-06-03,2017.0,2005,6,June,03,Friday
2005-06-04,0.0,2005,6,June,04,Saturday
2005-06-05,0.0,2005,6,June,05,Sunday
2005-06-06,1042.0,2005,6,June,06,Monday
2005-06-07,53.0,2005,6,June,07,Tuesday
2005-06-08,320.0,2005,6,June,08,Wednesday
2005-06-09,174.0,2005,6,June,09,Thursday
2005-06-10,214.0,2005,6,June,10,Friday
2005-06-11,0.0,2005,6,June,11,Saturday
2005-06-12,0.0,2005,6,June,12,Sunday
2005-06-13,374.0,2005,6,June,13,Monday
2005-06-14,213.0,2005,6,June,14,Tuesday
2005-06-15,1883.0,2005,6,June,15,Wednesday
2005-06-16,983.0,2005,6,June,16,Thursday
2005-06-17,857.0,2005,6,June,17,Friday
2005-06-18,0.0,2005,6,June,18,Saturday
2005-06-19,0.0,2005,6,June,19,Sunday
2005-06-20,210.0,2005,6,June,20,Monday
2005-06-21,183.0,2005,6,June,21,Tuesday
2005-06-22,1073.0,2005,6,June,22,Wednesday
2005-06-23,2357.0,2005,6,June,23,Thursday
2005-06-24,1856.0,2005,6,June,24,Friday
2005-06-25,0.0,2005,6,June,25,Saturday
2005-06-26,0.0,2005,6,June,26,Sunday
2005-06-27,176.0,2005,6,June,27,Monday
2005-06-28,1922.0,2005,6,June,28,Tuesday
2005-06-29,757.0,2005,6,June,29,Wednesday
2005-06-30,709.0,2005,6,June,30,Thursday
2005-07-01,633.0,2005,7,July,01,Friday
2005-07-02,0.0,2005,7,July,02,Saturday
2005-07-03,0.0,2005,7,July,03,Sunday
2005-07-04,0.0,2005,7,July,04,Monday
2005-07-05,161.0,2005,7,July,05,Tuesday
2005-07-06,1364.0,2005,7,July,06,Wednesday
2005-07-07,2071.0,2005,7,July,07,Thursday
2005-07-08,2481.0,2005,7,July,08,Friday
2005-07-09,0.0,2005,7,July,09,Saturday
2005-07-10,0.0,2005,7,July,10,Sunday
2005-07-11,429.0,2005,7,July,11,Monday
2005-07-12,1368.0,2005,7,July,12,Tuesday
2005-07-13,1762.0,2005,7,July,13,Wednesday
2005-07-14,1191.0,2005,7,July,14,Thursday
2005-07-15,48.0,2005,7,July,15,Friday
2005-07-16,0.0,2005,7,July,16,Saturday
2005-07-17,0.0,2005,7,July,17,Sunday
2005-07-18,692.0,2005,7,July,18,Monday
2005-07-19,2310.0,2005,7,July,19,Tuesday
2005-07-20,1075.0,2005,7,July,20,Wednesday
2005-07-21,236.0,2005,7,July,21,Thursday
2005-07-22,47.0,2005,7,July,22,Friday
2005-07-23,0.0,2005,7,July,23,Saturday
2005-07-24,0.0,2005,7,July,24,Sunday
2005-07-25,284.0,2005,7,July,25,Monday
2005-07-26,95.0,2005,7,July,26,Tuesday
2005-07-27,297.0,2005,7,July,27,Wednesday
2005-07-28,84.0,2005,7,July,28,Thursday
2005-07-29,406.0,2005,7,July,29,Friday
2005-07-30,0.0,2005,7,July,30,Saturday
2005-07-31,0.0,2005,7,July,31,Sunday
2005-08-01,36.0,2005,8,August,01,Monday
2005-08-02,144.0,2005,8,August,02,Tuesday
2005-08-03,900.0,2005,8,August,03,Wednesday
2005-08-04,1118.0,2005,8,August,04,Thursday
2005-08-05,289.0,2005,8,August,05,Friday
2005-08-06,0.0,2005,8,August,06,Saturday
2005-08-07,0.0,2005,8,August,07,Sunday
2005-08-08,240.0,2005,8,August,08,Monday
2005-08-09,168.0,2005,8,August,09,Tuesday
2005-08-10,1772.0,2005,8,August,10,Wednesday
2005-08-11,780.0,2005,8,August,11,Thursday
2005-08-12,569.0,2005,8,August,12,Friday
2005-08-13,0.0,2005,8,August,13,Saturday
2005-08-14,0.0,2005,8,August,14,Sunday
2005-08-15,377.0,2005,8,August,15,Monday
