mean,variance,runs,ADI,COV,STD,ACF
39.38202247191011,16.30451848366253,27,1.459016393442623,1.0867777831327696,1929.6289033907053,0.0056179775280898875
39.95652173913044,16.2489457612331,29,1.4375,1.1242994800554726,1013.3482302791288,0.005434782608695651
42.108695652173914,18.118858929350424,27,1.5081967213114753,1.1741690008507546,1128.1849692196104,0.005434782608695655
27.885245901639344,11.59885335483293,23,1.4878048780487805,1.2216096094374445,906.4944093637037,0.008196721311475403
39.38202247191011,16.30451848366253,27,1.459016393442623,1.4937753150082345,1585.113801123682,0.0056179775280898875
39.95652173913044,16.2489457612331,29,1.4375,1.1763523130967228,1737.8176002748771,0.005434782608695651
39.15217391304348,15.576221982176614,27,1.4153846153846155,1.233634203836016,2283.0412302100426,0.005434782608695655
27.885245901639344,11.59885335483293,23,1.4878048780487805,1.064352092957092,1087.2967323380522,0.008196721311475403
39.38202247191011,16.30451848366253,26,1.459016393442623,1.2537776084970413,1071.8530687652346,0.005617977528089889
39.95652173913044,16.2489457612331,27,1.4375,1.0898932350046309,947.437081190167,0.005434782608695651
39.15217391304348,15.576221982176614,27,1.4153846153846155,1.4841872596495855,835.7587518848525,0.005434782608695646
27.885245901639344,11.59885335483293,22,1.4878048780487805,0.989937670196927,495.50437514955365,0.008196721311475412
38.8,15.629662921348311,26,1.4285714285714286,1.1318602211509847,561.0379591751843,0.005555555555555557
42.108695652173914,18.118858929350424,27,1.5081967213114753,1.1508030277256278,508.0044843694912,0.00543478260869565
39.95652173913044,16.2489457612331,27,1.4375,1.2721923429523203,627.3705913848241,0.005434782608695645
27.16393442622951,10.973125503896803,21,1.4523809523809523,1.072323939660158,475.8481429944396,0.00819672131147541
38.61797752808989,15.65334381563393,26,1.435483870967742,1.7886037786182551,1077.583534938324,0.005617977528089885
40.71739130434783,16.898393194706998,27,1.4603174603174602,1.2684745184259003,765.6622495350771,0.005434782608695647
39.95652173913044,16.2489457612331,29,1.4375,1.1578693168396463,565.6695034203776,0.005434782608695651
27.885245901639344,11.59885335483293,18,1.4878048780487805,1.2101118627044791,545.4628815888912,0.008196721311475407
39.38202247191011,16.30451848366253,26,1.459016393442623,1.0781237288743435,520.7216472965453,0.005617977528089887
39.95652173913044,16.2489457612331,29,1.4375,1.1598641598935295,575.9229842636545,0.005434782608695651
39.95652173913044,16.2489457612331,29,1.4375,1.2634478984165554,640.2247562639282,0.005434782608695652
28.540983606557376,12.182746573501747,22,1.525,1.427837909816488,504.5885544576071,0.008196721311475414
39.38202247191011,16.30451848366253,27,1.459016393442623,1.3618519901748773,712.5240216010468,0.005617977528089885
39.95652173913044,16.2489457612331,29,1.4375,1.265934221243388,779.5815576580885,0.005434782608695655
39.15217391304348,15.576221982176614,27,1.4153846153846155,1.0995867581364316,698.8232408856414,0.005434782608695646
27.885245901639344,11.59885335483293,23,1.4878048780487805,1.1482831467498351,1190.2990153325504,0.00819672131147541
39.577777777777776,16.288395061728394,27,1.4516129032258065,1.0670329881443394,869.7741564027226,0.005555555555555552
40.71739130434783,16.898393194706998,29,1.4603174603174602,1.062394506086561,796.4263510410645,0.0054347826086956555
39.15217391304348,15.576221982176614,27,1.4153846153846155,1.1938982291969897,1832.1795814040977,0.005434782608695652
27.885245901639344,11.59885335483293,22,1.4878048780487805,1.126556773495132,1995.8892397568181,0.008196721311475414
38.61797752808989,15.65334381563393,26,1.435483870967742,1.1793981435031582,1450.023636611265,0.005617977528089889
39.95652173913044,16.2489457612331,27,1.4375,1.2361096405577803,957.2863007658775,0.005434782608695652
39.95652173913044,16.2489457612331,27,1.4375,1.3035838734037362,763.885980424661,0.005434782608695648
27.16393442622951,10.973125503896803,20,1.4523809523809523,1.0971368984502619,478.76536229258227,0.008196721311475405
38.61797752808989,15.65334381563393,25,1.435483870967742,1.1003412563490087,509.2972776858547,0.00561797752808989
41.43478260869565,17.522383098942644,29,1.4838709677419355,1.295768096623342,987.0090942953323,0.00543478260869565
39.95652173913044,16.2489457612331,27,1.4375,1.1899239476335046,664.5078549735496,0.005434782608695652
26.37704918032787,10.310292932007524,19,1.4186046511627908,1.2550379734997497,531.1073811134843,0.00819672131147541
18.752808988764045,3.379652477304289,19,1.1265822784810127,1.1219395108589485,552.13290602372,0.0056179775280898875
26.108695652173914,6.652064853860695,27,1.1948051948051948,1.331355873225584,848.6091278458855,0.005434782608695646
20.369565217391305,3.9100054010261953,21,1.1358024691358024,1.3677705474144184,883.520305345044,0.005434782608695652
10.180327868852459,1.251634865179611,11,1.0892857142857142,1.3946179276114956,1081.5376341572035,0.008196721311475409
17.2,2.7667415730337077,13,1.1111111111111112,1.6374633347325884,1126.483804110758,0.005555555555555555
15.608695652173912,2.1846735495128686,15,1.0952380952380953,1.1187137041800232,903.3734760569359,0.005434782608695654
18.82608695652174,3.2960801013731067,19,1.1219512195121952,1.0885740728055169,759.3277450893613,0.005434782608695655
8.475409836065573,0.8067723730180059,9,1.0701754385964912,1.0156359037772626,711.644422938488,0.008196721311475407
