mean,variance,runs,ADI,COV,STD,ACF
21.764044943820224,4.663426335058705,19,1.155844155844156,1.2483528076662094,748.8012880591076,0.00561797752808989
24.73913043478261,5.9319470699432895,23,1.1794871794871795,1.4579054889728356,851.2583375722041,0.005434782608695654
18.82608695652174,3.2960801013731067,16,1.1219512195121952,1.39864956423061,944.1340639936258,0.00543478260869565
6.704918032786885,0.447352862133835,7,1.0517241379310345,1.1367870683231505,925.6987548330468,0.008196721311475412
17.179775280898877,2.790969918857812,17,1.1125,1.2693435406033458,954.8030636992313,0.005617977528089887
15.608695652173912,2.1846735495128686,15,1.0952380952380953,1.466173368260716,1261.944980062226,0.005434782608695655
23.32608695652174,5.232176613556575,19,1.1645569620253164,1.0852711315170689,758.8050601612549,0.0054347826086956555
14.901639344262295,2.989232285227985,17,1.150943396226415,1.483320186474044,961.6534985981805,0.008196721311475415
24.59550561797753,6.0585497698867234,25,1.1866666666666668,1.5026472594994555,971.5374298132267,0.005617977528089887
13.934782608695652,1.6964155881925258,13,1.0823529411764705,1.2249154189163354,827.9229945051575,0.005434782608695651
15.608695652173912,2.1846735495128686,15,1.0952380952380953,1.156093812738623,858.5881495148525,0.005434782608695651
10.180327868852459,1.251634865179611,10,1.0892857142857142,1.2012803485434045,672.6776089433707,0.008196721311475407
15.577777777777778,2.223975586072964,15,1.0975609756097562,1.267403474295224,1036.7501242343187,0.005555555555555554
17.23913043478261,2.7194530422318706,18,1.108433734939759,1.5923480795486775,1483.7914800385763,0.0054347826086956555
15.608695652173912,2.1846735495128686,17,1.0952380952380953,1.0885719298430434,840.4366913567558,0.005434782608695651
10.180327868852459,1.251634865179611,11,1.0892857142857142,1.0368337452612952,636.7858923355601,0.008196721311475412
18.752808988764045,3.379652477304289,17,1.1265822784810127,1.5679833160877645,1163.2498248463687,0.00561797752808989
10.456521739130435,0.8787833149836932,9,1.0574712643678161,1.0016611880627744,619.3314676278571,0.0054347826086956486
17.23913043478261,2.7194530422318706,19,1.108433734939759,1.204443933574124,888.5785119943099,0.005434782608695655
4.868852459016393,0.18498611484368002,5,1.0338983050847457,1.0392960433115244,613.4231925145594,0.008196721311475405
18.752808988764045,3.379652477304289,17,1.1265822784810127,1.292185645666639,862.0330150580377,0.005617977528089891
10.456521739130435,0.8787833149836932,9,1.0574712643678161,1.2322425202342318,885.4734023117941,0.005434782608695655
18.82608695652174,3.2960801013731067,19,1.1219512195121952,1.3446740000137278,1003.0829559450232,0.005434782608695654
10.180327868852459,1.251634865179611,11,1.0892857142857142,1.3409279234497786,1014.2251234774736,0.00819672131147541
20.280898876404493,4.00536548415604,21,1.141025641025641,1.5536843446835507,1068.4809438281056,0.005617977528089885
17.23913043478261,2.7194530422318706,13,1.108433734939759,0.957140339578377,623.7641978234909,0.005434782608695651
8.652173913043478,0.5593801283782381,9,1.0454545454545454,1.1330019023859146,820.3549535177492,0.005434782608695651
13.39344262295082,2.353399623757055,15,1.1296296296296295,1.2075737152849257,909.7979148699118,0.00819672131147541
17.2,2.7667415730337077,17,1.1111111111111112,1.2904754953025341,1020.1065404200389,0.005555555555555554
13.934782608695652,1.6964155881925258,14,1.0823529411764705,1.0206425728234088,541.4176030597915,0.00543478260869565
15.608695652173912,2.1846735495128686,17,1.0952380952380953,1.234334251210718,822.9118619348847,0.005434782608695655
13.39344262295082,2.353399623757055,13,1.1296296296296295,1.7301371608047216,1496.682095713186,0.008196721311475409
