"Date","Price","Open","High","Low","Vol.","Change %"
"07/18/2022","3,675","3,613","3,675","3,613","152.08M","2.44%"
"07/15/2022","3,588","3,650","3,700","3,588","191.95M","-1.37%"
"07/14/2022","3,638","3,625","3,688","3,600","158.44M","0.00%"
"07/13/2022","3,638","3,700","3,713","3,638","142.49M","-2.02%"
"07/12/2022","3,713","3,738","3,738","3,688","51.52M","-0.67%"
"07/11/2022","3,738","3,738","3,763","3,700","22.86M","0.00%"
"07/08/2022","3,738","3,775","3,775","3,700","57.16M","0.67%"
"07/07/2022","3,713","3,750","3,775","3,713","120.44M","-1.33%"
"07/06/2022","3,763","3,825","3,825","3,675","180.81M","-1.63%"
"07/05/2022","3,825","3,725","3,863","3,725","90.92M","3.38%"
"07/04/2022","3,700","3,788","3,838","3,638","246.42M","-2.63%"
"07/01/2022","3,800","3,938","3,963","3,788","191.67M","-4.10%"
"06/30/2022","3,963","4,000","4,050","3,950","125.51M","-0.31%"
"06/29/2022","3,975","4,050","4,063","3,975","93.08M","-2.15%"
"06/28/2022","4,063","4,075","4,100","4,000","97.27M","-1.22%"
"06/27/2022","4,113","4,200","4,200","4,038","77.47M","-0.90%"
"06/24/2022","4,150","4,100","4,150","4,075","60.64M","1.84%"
"06/23/2022","4,075","4,075","4,113","4,050","48.82M","0.00%"
"06/22/2022","4,075","4,100","4,138","4,063","88.31M","-1.21%"
"06/21/2022","4,125","4,150","4,175","4,100","63.00M","0.00%"
"06/20/2022","4,125","4,050","4,125","4,025","74.98M","2.17%"
"06/17/2022","4,038","4,088","4,125","4,038","156.84M","-3.58%"
"06/16/2022","4,188","4,250","4,250","4,150","186.69M","0.90%"
"06/15/2022","4,150","4,063","4,163","4,063","142.40M","1.22%"
"06/14/2022","4,100","4,000","4,100","4,000","100.14M","1.23%"
"06/13/2022","4,050","4,000","4,050","3,975","122.47M","-0.92%"
"06/10/2022","4,088","4,138","4,163","4,075","165.12M","-2.97%"
"06/09/2022","4,213","4,200","4,250","4,175","216.80M","0.30%"
"06/08/2022","4,200","4,113","4,213","4,075","153.41M","1.20%"
"06/07/2022","4,150","4,100","4,175","4,075","132.67M","1.84%"
"06/06/2022","4,075","4,100","4,175","4,013","148.78M","-0.61%"
"06/03/2022","4,100","4,138","4,150","4,100","147.96M","0.00%"
"06/02/2022","4,100","4,163","4,175","4,025","203.02M","-3.53%"
"05/31/2022","4,250","4,138","4,250","4,113","262.05M","3.66%"
"05/30/2022","4,100","4,100","4,100","4,000","117.62M","1.23%"
"05/27/2022","4,050","4,000","4,063","3,975","155.08M","3.18%"
"05/25/2022","3,925","3,950","4,025","3,913","132.64M","-0.95%"
"05/24/2022","3,963","3,975","4,025","3,950","134.56M","0.63%"
"05/23/2022","3,938","4,025","4,038","3,900","144.01M","-1.56%"
"05/20/2022","4,000","3,975","4,025","3,975","106.87M","1.27%"
"05/19/2022","3,950","3,900","3,963","3,875","127.74M","0.00%"
"05/18/2022","3,950","3,988","4,013","3,900","162.52M","0.64%"
"05/17/2022","3,925","3,900","4,000","3,900","149.55M","0.64%"
"05/13/2022","3,900","3,938","3,950","3,875","165.51M","-0.95%"
"05/12/2022","3,938","3,988","4,025","3,863","162.73M","-1.56%"
"05/11/2022","4,000","4,050","4,100","4,000","198.92M","-1.23%"
"05/10/2022","4,050","3,913","4,088","3,913","498.44M","-2.70%"
"05/09/2022","4,163","4,313","4,338","4,163","351.64M","-6.98%"
"04/28/2022","4,475","4,388","4,538","4,338","443.16M","8.81%"
"04/27/2022","4,113","4,138","4,213","4,113","118.27M","-1.50%"
"04/26/2022","4,175","4,125","4,213","4,113","131.93M","1.52%"
"04/25/2022","4,113","4,100","4,225","4,013","179.08M","-0.60%"
"04/22/2022","4,138","4,100","4,163","4,038","168.30M","-0.30%"
"04/21/2022","4,150","4,000","4,200","3,963","337.36M","5.73%"
"04/20/2022","3,925","3,825","3,950","3,813","164.35M","3.63%"
"04/19/2022","3,788","3,813","3,838","3,788","104.51M","-0.66%"
"04/18/2022","3,813","3,838","3,863","3,788","101.50M","-0.65%"
"04/14/2022","3,838","3,863","3,875","3,825","63.28M","-0.65%"
"04/13/2022","3,863","3,838","3,875","3,825","90.56M","0.32%"
"04/12/2022","3,850","3,838","3,875","3,813","92.69M","0.33%"
"04/11/2022","3,838","3,850","3,875","3,825","107.97M","-0.32%"
"04/08/2022","3,850","3,900","3,900","3,838","94.62M","0.00%"
"04/07/2022","3,850","3,838","3,888","3,813","136.16M","0.33%"
"04/06/2022","3,838","3,900","3,900","3,825","129.48M","-1.92%"
"04/05/2022","3,913","3,900","3,938","3,900","82.38M","0.00%"
"04/04/2022","3,913","3,913","3,950","3,888","82.01M","-0.63%"
"04/01/2022","3,938","3,950","3,950","3,888","62.91M","-0.32%"
"03/31/2022","3,950","3,963","3,988","3,925","69.17M","0.32%"
"03/30/2022","3,938","3,975","3,988","3,925","82.48M","-0.63%"
"03/29/2022","3,963","3,988","4,013","3,938","160.11M","0.63%"
"03/28/2022","3,938","3,938","3,950","3,900","95.35M","0.32%"
"03/25/2022","3,925","3,975","3,988","3,888","136.08M","-0.95%"
"03/24/2022","3,963","3,850","3,963","3,850","210.91M","1.93%"
"03/23/2022","3,888","3,838","3,900","3,825","183.89M","1.30%"
"03/22/2022","3,838","3,850","3,875","3,825","112.67M","0.33%"
"03/21/2022","3,825","3,838","3,863","3,800","162.36M","-3.47%"
"03/18/2022","3,963","3,988","4,000","3,938","212.23M","-0.31%"
"03/17/2022","3,975","4,000","4,050","3,975","235.56M","0.00%"
"03/16/2022","3,975","3,900","4,025","3,900","291.91M","2.25%"
"03/15/2022","3,888","3,900","3,938","3,888","146.74M","0.32%"
"03/14/2022","3,875","3,825","3,913","3,813","173.51M","1.31%"
"03/11/2022","3,825","3,863","3,863","3,800","122.40M","-0.33%"
"03/10/2022","3,838","3,850","3,875","3,800","105.80M","0.66%"
"03/09/2022","3,813","3,788","3,863","3,788","115.11M","0.99%"
"03/08/2022","3,775","3,813","3,850","3,775","104.07M","0.00%"
"03/07/2022","3,775","3,775","3,813","3,750","137.67M","-1.31%"
"03/04/2022","3,825","3,850","3,863","3,800","104.91M","0.33%"
"03/02/2022","3,813","3,825","3,863","3,775","110.82M","-0.33%"
"03/01/2022","3,825","3,838","3,925","3,825","149.53M","-0.65%"
"02/25/2022","3,850","3,863","3,875","3,825","163.30M","0.00%"
"02/24/2022","3,850","3,863","3,938","3,825","170.30M","-2.22%"
"02/23/2022","3,938","3,963","3,975","3,913","85.99M","0.00%"
"02/22/2022","3,938","3,913","3,950","3,888","69.48M","0.32%"
"02/21/2022","3,925","3,925","3,963","3,925","31.72M","0.00%"
"02/18/2022","3,925","3,913","3,975","3,875","81.30M","0.00%"
"02/17/2022","3,925","3,938","3,938","3,838","103.04M","0.00%"
"02/16/2022","3,925","3,963","3,963","3,875","74.79M","-0.63%"
"02/15/2022","3,950","3,900","3,950","3,838","67.80M","1.28%"
"02/14/2022","3,900","3,850","3,900","3,813","76.26M","0.97%"
"02/11/2022","3,863","3,888","3,888","3,825","81.58M","0.00%"
"02/10/2022","3,863","3,850","3,875","3,825","107.68M","0.65%"
"02/09/2022","3,838","3,850","3,863","3,800","107.36M","0.66%"
"02/08/2022","3,813","3,800","3,863","3,775","158.58M","1.67%"
"02/07/2022","3,750","3,825","3,825","3,738","68.87M","0.33%"
"02/04/2022","3,738","3,725","3,763","3,700","36.63M","0.00%"
"02/03/2022","3,738","3,738","3,738","3,675","60.20M","0.00%"
"02/02/2022","3,738","3,763","3,763","3,725","68.77M","0.00%"
"01/31/2022","3,738","3,888","3,888","3,725","101.70M","-2.29%"
"01/28/2022","3,825","3,813","3,825","3,775","121.15M","1.32%"
"01/27/2022","3,775","3,738","3,800","3,700","113.62M","1.00%"
"01/26/2022","3,738","3,650","3,738","3,613","140.64M","3.46%"
"01/25/2022","3,613","3,600","3,625","3,575","69.27M","-0.69%"
"01/24/2022","3,638","3,638","3,638","3,600","44.48M","-0.34%"
"01/21/2022","3,650","3,588","3,650","3,563","76.81M","1.74%"
"01/20/2022","3,588","3,550","3,588","3,513","53.07M","2.14%"
"01/19/2022","3,513","3,588","3,600","3,500","103.09M","-3.10%"
"01/18/2022","3,625","3,588","3,625","3,550","64.48M","0.69%"
"01/17/2022","3,600","3,625","3,638","3,575","43.19M","0.35%"
"01/14/2022","3,588","3,538","3,613","3,538","43.65M","0.70%"
"01/13/2022","3,563","3,575","3,588","3,550","35.76M","-0.35%"
"01/12/2022","3,575","3,525","3,575","3,525","34.25M","1.42%"
"01/11/2022","3,525","3,550","3,550","3,500","50.37M","0.00%"
"01/10/2022","3,525","3,538","3,550","3,525","44.38M","0.00%"
"01/07/2022","3,525","3,513","3,550","3,513","68.45M","0.36%"
"01/06/2022","3,513","3,538","3,538","3,475","65.65M","0.00%"
"01/05/2022","3,513","3,575","3,588","3,463","98.91M","-2.09%"
"01/04/2022","3,588","3,538","3,600","3,525","44.54M","1.77%"
"01/03/2022","3,525","3,550","3,563","3,513","31.00M","0.36%"
"12/30/2021","3,513","3,550","3,563","3,513","34.95M","-1.06%"
"12/29/2021","3,550","3,538","3,563","3,500","20.86M","0.71%"
"12/28/2021","3,525","3,525","3,525","3,488","39.84M","0.71%"
"12/27/2021","3,500","3,525","3,550","3,488","34.10M","-0.71%"
"12/24/2021","3,525","3,550","3,575","3,475","54.90M","-0.35%"
"12/23/2021","3,538","3,525","3,575","3,525","44.57M","0.35%"
"12/22/2021","3,525","3,588","3,600","3,525","34.81M","-1.40%"
"12/21/2021","3,575","3,575","3,625","3,550","49.86M","1.06%"
"12/20/2021","3,538","3,550","3,575","3,538","57.93M","-1.05%"
"12/17/2021","3,575","3,613","3,613","3,538","83.95M","-1.38%"
"12/16/2021","3,625","3,650","3,663","3,600","69.08M","-0.34%"
"12/15/2021","3,638","3,575","3,663","3,563","75.68M","1.39%"
"12/14/2021","3,588","3,563","3,600","3,550","65.06M","0.70%"
"12/13/2021","3,563","3,600","3,613","3,563","50.09M","-1.04%"
"12/10/2021","3,600","3,600","3,613","3,550","93.53M","-2.04%"
"12/09/2021","3,675","3,625","3,675","3,563","42.69M","2.80%"
"12/08/2021","3,575","3,638","3,650","3,575","56.06M","-2.05%"
"12/07/2021","3,650","3,588","3,650","3,588","64.29M","1.74%"
"12/06/2021","3,588","3,575","3,625","3,550","52.05M","0.35%"
"12/03/2021","3,575","3,600","3,613","3,550","46.11M","-0.69%"
"12/02/2021","3,600","3,538","3,625","3,500","70.42M","1.77%"
"12/01/2021","3,538","3,500","3,563","3,475","93.12M","1.07%"
"11/30/2021","3,500","3,625","3,625","3,475","219.34M","-2.44%"
"11/29/2021","3,588","3,550","3,638","3,463","112.67M","1.06%"
"11/26/2021","3,550","3,663","3,663","3,538","78.63M","-3.40%"
"11/25/2021","3,675","3,613","3,688","3,588","97.47M","2.80%"
"11/24/2021","3,575","3,563","3,588","3,550","56.22M","0.00%"
"11/23/2021","3,575","3,613","3,638","3,550","63.13M","-2.72%"
"11/22/2021","3,675","3,675","3,750","3,613","92.37M","1.38%"
"11/19/2021","3,625","3,588","3,650","3,575","101.13M","1.05%"
"11/18/2021","3,588","3,600","3,613","3,575","30.91M","-0.69%"
"11/17/2021","3,613","3,613","3,625","3,575","72.79M","0.00%"
"11/16/2021","3,613","3,525","3,613","3,513","76.14M","2.48%"
"11/15/2021","3,525","3,550","3,575","3,525","40.13M","-0.70%"
"11/12/2021","3,550","3,638","3,638","3,525","56.81M","-1.73%"
"11/11/2021","3,613","3,563","3,613","3,513","86.36M","1.05%"
"11/10/2021","3,575","3,438","3,575","3,438","156.12M","4.00%"
"11/09/2021","3,438","3,525","3,550","3,425","120.57M","-1.79%"
"11/08/2021","3,500","3,600","3,600","3,500","50.52M","-1.41%"
"11/05/2021","3,550","3,625","3,625","3,500","48.04M","-1.05%"
"11/04/2021","3,588","3,625","3,650","3,588","103.73M","0.70%"
"11/03/2021","3,563","3,488","3,625","3,463","107.56M","1.42%"
"11/02/2021","3,513","3,588","3,600","3,500","51.92M","-2.09%"
"11/01/2021","3,588","3,625","3,625","3,575","65.62M","0.00%"
"10/29/2021","3,588","3,588","3,650","3,575","160.95M","2.14%"
"10/28/2021","3,513","3,563","3,575","3,500","99.02M","-1.75%"
"10/27/2021","3,575","3,600","3,613","3,563","82.93M","-0.35%"
"10/26/2021","3,588","3,550","3,600","3,550","55.87M","0.70%"
"10/25/2021","3,563","3,588","3,625","3,563","76.30M","-1.04%"
"10/22/2021","3,600","3,550","3,613","3,538","65.78M","0.35%"
"10/21/2021","3,588","3,588","3,663","3,563","189.26M","-0.35%"
"10/19/2021","3,600","3,625","3,625","3,525","99.36M","0.35%"
"10/18/2021","3,588","3,600","3,663","3,575","152.95M","0.35%"
"10/15/2021","3,575","3,588","3,600","3,538","84.35M","-0.35%"
"10/14/2021","3,588","3,563","3,588","3,525","104.31M","1.06%"
"10/13/2021","3,550","3,538","3,550","3,475","135.00M","1.43%"
"10/12/2021","3,500","3,488","3,525","3,463","191.04M","1.45%"
"10/11/2021","3,450","3,450","3,463","3,400","123.02M","0.00%"
"10/08/2021","3,450","3,363","3,488","3,363","223.59M","2.99%"
"10/07/2021","3,350","3,325","3,413","3,313","253.20M","1.52%"
"10/06/2021","3,300","3,238","3,338","3,225","168.78M","2.72%"
"10/05/2021","3,213","3,225","3,275","3,188","94.89M","-0.77%"
"10/04/2021","3,238","3,088","3,250","3,075","156.69M","6.15%"
"10/01/2021","3,050","3,075","3,100","3,025","74.98M","-0.81%"
"09/30/2021","3,075","3,025","3,075","3,000","82.81M","2.50%"
"09/29/2021","3,000","2,975","3,025","2,963","56.47M","0.84%"
"09/28/2021","2,975","2,975","3,013","2,950","64.65M","0.85%"
"09/27/2021","2,950","3,000","3,013","2,950","68.50M","-1.26%"
"09/24/2021","2,988","3,038","3,050","2,963","50.28M","-1.65%"
"09/23/2021","3,038","3,063","3,063","3,013","40.61M","0.00%"
"09/22/2021","3,038","2,988","3,050","2,975","26.71M","1.67%"
"09/21/2021","2,988","3,013","3,013","2,963","45.15M","-0.83%"
"09/20/2021","3,013","3,013","3,038","2,963","57.57M","-0.41%"
"09/17/2021","3,025","3,063","3,075","3,025","82.45M","-1.63%"
"09/16/2021","3,075","3,088","3,100","3,063","61.34M","0.41%"
"09/15/2021","3,063","3,088","3,100","3,050","135.50M","0.41%"
"09/14/2021","3,050","3,075","3,100","3,038","84.93M","-0.81%"
"09/13/2021","3,075","3,050","3,113","3,025","104.81M","-0.81%"
"09/10/2021","3,100","3,138","3,150","3,088","107.58M","-2.36%"
"09/09/2021","3,175","3,150","3,175","3,063","93.33M","1.60%"
"09/08/2021","3,125","3,150","3,150","3,063","84.66M","0.00%"
"09/07/2021","3,125","3,125","3,175","3,113","70.45M","0.81%"
"09/06/2021","3,100","3,100","3,163","3,063","51.68M","1.22%"
"09/03/2021","3,063","3,050","3,075","3,000","50.76M","1.24%"
"09/02/2021","3,025","3,025","3,050","2,988","51.55M","0.83%"
"09/01/2021","3,000","3,050","3,050","3,000","70.08M","-1.64%"
"08/31/2021","3,050","3,000","3,050","2,975","135.70M","2.52%"
"08/30/2021","2,975","2,925","2,975","2,913","65.06M","2.59%"
"08/27/2021","2,900","2,913","2,938","2,888","35.77M","-0.43%"
"08/26/2021","2,913","2,925","2,963","2,913","55.05M","-2.10%"
"08/25/2021","2,975","2,938","2,988","2,925","60.73M","2.15%"
"08/24/2021","2,913","2,975","2,988","2,900","85.22M","-2.51%"
"08/23/2021","2,988","2,950","3,000","2,950","46.35M","1.27%"
"08/20/2021","2,950","2,950","2,975","2,900","62.84M","0.85%"
"08/19/2021","2,925","3,050","3,050","2,900","101.98M","-3.31%"
"08/18/2021","3,025","3,000","3,088","2,963","141.23M","1.26%"
"08/16/2021","2,988","3,000","3,025","2,925","53.07M","-0.42%"
"08/13/2021","3,000","2,988","3,025","2,950","41.77M","1.27%"
"08/12/2021","2,963","2,938","2,975","2,913","51.33M","2.16%"
"08/10/2021","2,900","2,900","2,938","2,888","54.89M","0.00%"
"08/09/2021","2,900","3,000","3,013","2,900","50.32M","-2.93%"
"08/06/2021","2,988","3,038","3,050","2,975","63.68M","-1.24%"
"08/05/2021","3,025","2,938","3,038","2,925","140.25M","3.86%"
"08/04/2021","2,913","2,913","2,950","2,888","67.41M","0.87%"
"08/03/2021","2,888","2,850","2,900","2,825","70.96M","1.76%"
"08/02/2021","2,838","2,888","2,888","2,813","68.57M","-0.44%"
"07/30/2021","2,850","2,913","2,913","2,850","92.13M","-0.87%"
"07/29/2021","2,875","2,950","2,950","2,875","68.17M","-2.54%"
"07/28/2021","2,950","2,875","2,950","2,875","41.27M","1.29%"
"07/27/2021","2,913","2,925","2,950","2,875","79.28M","0.43%"
"07/26/2021","2,900","2,988","3,000","2,900","77.16M","-2.93%"
"07/23/2021","2,988","3,000","3,025","2,975","37.46M","-1.24%"
"07/22/2021","3,025","2,988","3,050","2,975","55.17M","2.11%"
"07/21/2021","2,963","2,913","2,975","2,900","87.10M","3.04%"
"07/19/2021","2,875","2,900","2,925","2,875","31.46M","-2.13%"
"07/16/2021","2,938","2,938","2,950","2,913","39.57M","0.00%"
"07/15/2021","2,938","2,863","2,950","2,838","94.44M","3.07%"
"07/14/2021","2,850","2,900","2,913","2,825","59.23M","-1.30%"
"07/13/2021","2,888","2,925","2,950","2,888","65.12M","-0.43%"
"07/12/2021","2,900","2,938","2,938","2,888","39.69M","0.43%"
"07/09/2021","2,888","2,950","2,950","2,888","50.82M","-2.12%"
"07/08/2021","2,950","2,925","2,950","2,875","81.46M","2.61%"
"07/07/2021","2,875","2,888","2,913","2,838","96.69M","-0.43%"
"07/06/2021","2,888","2,950","2,950","2,875","56.07M","-1.28%"
"07/05/2021","2,925","2,988","2,988","2,900","29.24M","-1.68%"
"07/02/2021","2,975","2,988","3,013","2,963","80.42M","-0.42%"
"07/01/2021","2,988","2,975","3,000","2,950","87.39M","1.27%"
"06/30/2021","2,950","2,925","2,975","2,900","146.56M","2.16%"
"06/29/2021","2,888","2,925","2,925","2,850","96.97M","1.32%"
"06/28/2021","2,850","2,913","2,950","2,838","127.11M","-3.39%"
"06/25/2021","2,950","3,000","3,013","2,950","61.05M","-1.26%"
"06/24/2021","2,988","3,050","3,050","2,988","52.25M","-0.83%"
"06/23/2021","3,013","3,113","3,113","3,013","66.07M","-2.43%"
"06/22/2021","3,088","3,038","3,125","3,013","96.68M","2.49%"
"06/21/2021","3,013","3,050","3,050","2,975","138.95M","-2.82%"
"06/18/2021","3,100","3,088","3,100","2,975","201.34M","0.00%"
"06/17/2021","3,100","3,125","3,138","3,100","146.52M","-1.20%"
"06/16/2021","3,138","3,163","3,175","3,100","90.05M","-0.79%"
"06/15/2021","3,163","3,150","3,163","3,113","107.19M","0.80%"
"06/14/2021","3,138","3,150","3,150","3,113","50.04M","0.00%"
"06/11/2021","3,138","3,138","3,150","3,113","77.76M","1.21%"
"06/10/2021","3,100","3,088","3,125","3,063","43.54M","0.81%"
"06/09/2021","3,075","3,038","3,088","3,000","47.08M","2.50%"
"06/08/2021","3,000","3,075","3,075","3,000","57.08M","-2.04%"
"06/07/2021","3,063","3,100","3,100","3,038","42.51M","0.00%"
"06/04/2021","3,063","3,125","3,163","3,063","76.31M","-2.00%"
"06/03/2021","3,125","3,088","3,138","3,063","86.43M","2.46%"
"06/02/2021","3,050","3,075","3,100","3,038","157.34M","1.67%"
"05/31/2021","3,000","2,938","3,050","2,913","96.66M","3.45%"
"05/28/2021","2,900","2,913","2,950","2,888","78.31M","0.87%"
"05/27/2021","2,875","3,000","3,000","2,875","353.89M","-2.54%"
"05/25/2021","2,950","2,888","2,975","2,888","90.59M","2.61%"
"05/24/2021","2,875","2,938","2,938","2,875","54.90M","-1.29%"
"05/21/2021","2,913","2,863","2,950","2,838","140.45M","3.10%"
"05/20/2021","2,825","2,825","2,875","2,800","69.61M","-0.44%"
"05/19/2021","2,838","2,900","2,925","2,813","98.44M","-3.81%"
"05/18/2021","2,950","2,988","3,000","2,913","73.97M","-0.42%"
"05/17/2021","2,963","2,988","3,000","2,938","95.10M","0.42%"
"05/11/2021","2,950","3,000","3,000","2,925","69.38M","-1.26%"
"05/10/2021","2,988","3,013","3,013","2,975","35.48M","0.42%"
"05/07/2021","2,975","3,063","3,063","2,975","65.33M","-2.06%"
"05/06/2021","3,038","3,063","3,063","3,013","37.09M","0.41%"
"05/05/2021","3,025","3,075","3,075","3,025","45.85M","-0.82%"
"05/04/2021","3,050","3,025","3,050","2,988","56.36M","0.83%"
"05/03/2021","3,025","3,050","3,075","3,000","65.33M","-2.02%"
"04/30/2021","3,088","3,113","3,125","3,063","69.94M","-0.80%"
"04/29/2021","3,113","3,113","3,138","3,075","82.87M","0.40%"
"04/28/2021","3,100","3,050","3,138","3,050","161.16M","2.48%"
"04/27/2021","3,025","2,988","3,038","2,975","96.85M","1.26%"
"04/26/2021","2,988","3,050","3,063","2,975","115.31M","-2.85%"
"04/23/2021","3,075","3,025","3,075","3,013","104.93M","0.41%"
"04/22/2021","3,063","3,088","3,113","3,050","71.45M","0.00%"
"04/21/2021","3,063","3,075","3,088","3,063","65.43M","-1.21%"
"04/20/2021","3,100","3,100","3,125","3,088","63.88M","-0.40%"
"04/19/2021","3,113","3,125","3,138","3,100","43.60M","-1.19%"
"04/16/2021","3,150","3,175","3,175","3,125","63.19M","0.00%"
"04/15/2021","3,150","3,200","3,200","3,113","68.34M","-0.40%"
"04/14/2021","3,163","3,175","3,200","3,125","80.91M","0.40%"
"04/13/2021","3,150","3,100","3,175","3,100","76.33M","0.00%"
"04/12/2021","3,150","3,213","3,250","3,138","48.43M","-2.70%"
"04/09/2021","3,238","3,188","3,275","3,163","126.42M","3.19%"
"04/08/2021","3,138","3,125","3,188","3,100","88.45M","-0.79%"
"04/07/2021","3,163","3,150","3,163","3,125","46.42M","0.80%"
"04/06/2021","3,138","3,113","3,150","3,075","29.65M","0.80%"
"04/05/2021","3,113","3,150","3,150","3,100","39.47M","0.40%"
"04/01/2021","3,100","3,125","3,163","3,075","77.72M","0.81%"
"03/31/2021","3,075","3,125","3,163","3,063","159.16M","-2.77%"
"03/30/2021","3,163","3,200","3,213","3,138","41.18M","-0.78%"
"03/29/2021","3,188","3,200","3,250","3,188","79.52M","-0.78%"
"03/26/2021","3,213","3,225","3,238","3,175","84.48M","0.39%"
"03/25/2021","3,200","3,225","3,238","3,163","71.67M","-0.39%"
"03/24/2021","3,213","3,250","3,263","3,200","115.25M","-3.75%"
"03/23/2021","3,338","3,375","3,375","3,313","97.29M","0.75%"
"03/22/2021","3,313","3,375","3,413","3,313","115.98M","-2.21%"
"03/19/2021","3,388","3,400","3,400","3,350","150.71M","-0.37%"
"03/18/2021","3,400","3,313","3,425","3,313","152.43M","4.21%"
"03/17/2021","3,263","3,300","3,325","3,263","50.84M","-0.38%"
"03/16/2021","3,275","3,325","3,363","3,250","112.25M","-1.50%"
"03/15/2021","3,325","3,388","3,388","3,313","79.92M","-1.12%"
"03/12/2021","3,363","3,275","3,375","3,275","159.20M","3.46%"
"03/10/2021","3,250","3,250","3,250","3,225","51.90M","1.17%"
"03/09/2021","3,213","3,188","3,263","3,188","111.84M","-50.00%"
"03/08/2021","6,425","6,550","6,575","6,375","27.05M","-0.77%"
"03/05/2021","6,475","6,525","6,575","6,450","43.62M","-1.15%"
"03/04/2021","6,550","6,625","6,650","6,525","60.31M","-0.76%"
"03/03/2021","6,600","6,675","6,675","6,525","39.27M","0.00%"
"03/02/2021","6,600","6,650","6,650","6,500","81.65M","0.38%"
"03/01/2021","6,575","6,225","6,600","6,225","110.39M","6.91%"
"02/26/2021","6,150","6,175","6,325","6,100","123.10M","-1.99%"
"02/25/2021","6,275","6,425","6,475","6,275","66.81M","-1.57%"
"02/24/2021","6,375","6,350","6,400","6,325","41.25M","0.79%"
"02/23/2021","6,325","6,300","6,375","6,300","44.55M","-0.78%"
"02/22/2021","6,375","6,450","6,500","6,375","53.84M","0.00%"
"02/19/2021","6,375","6,250","6,400","6,200","51.01M","2.00%"
"02/18/2021","6,250","6,250","6,400","6,225","56.99M","-1.57%"
"02/17/2021","6,350","6,450","6,475","6,300","58.71M","-1.93%"
"02/16/2021","6,475","6,500","6,550","6,450","31.60M","-0.38%"
"02/15/2021","6,500","6,550","6,575","6,500","24.50M","0.00%"
"02/11/2021","6,500","6,550","6,550","6,500","17.94M","0.00%"
"02/10/2021","6,500","6,575","6,575","6,475","51.35M","0.00%"
"02/09/2021","6,500","6,600","6,700","6,450","104.19M","-1.14%"
"02/08/2021","6,575","6,600","6,675","6,550","62.53M","0.38%"
"02/05/2021","6,550","6,700","6,700","6,450","48.60M","-0.38%"
"02/04/2021","6,575","6,575","6,675","6,450","69.52M","1.15%"
"02/03/2021","6,500","6,600","6,650","6,450","83.52M","0.39%"
"02/02/2021","6,475","6,800","6,800","6,400","80.24M","-3.36%"
"02/01/2021","6,700","6,650","6,725","6,200","121.27M","1.90%"
"01/29/2021","6,575","7,100","7,225","6,575","167.11M","-6.74%"
"01/28/2021","7,050","7,150","7,250","6,900","67.87M","-3.42%"
"01/27/2021","7,300","7,400","7,400","7,175","85.79M","-1.02%"
"01/26/2021","7,375","7,300","7,450","7,250","103.36M","1.03%"
"01/25/2021","7,300","7,250","7,300","7,025","50.32M","1.39%"
"01/22/2021","7,200","7,275","7,350","7,125","58.68M","-0.69%"
"01/21/2021","7,250","7,375","7,375","7,200","41.03M","-1.69%"
"01/20/2021","7,375","7,000","7,450","7,000","110.47M","5.73%"
"01/19/2021","6,975","7,000","7,025","6,850","38.92M","0.72%"
"01/18/2021","6,925","6,600","6,950","6,600","59.50M","2.97%"
"01/15/2021","6,725","6,875","6,925","6,625","38.62M","-1.82%"
"01/14/2021","6,850","7,050","7,050","6,825","35.15M","-1.08%"
"01/13/2021","6,925","7,050","7,075","6,925","53.70M","-0.36%"
"01/12/2021","6,950","6,900","7,000","6,825","84.31M","1.46%"
"01/11/2021","6,850","6,575","6,850","6,550","106.38M","4.58%"
"01/08/2021","6,550","6,475","6,575","6,450","46.82M","1.16%"
"01/07/2021","6,475","6,450","6,525","6,425","40.06M","0.78%"
"01/06/2021","6,425","6,425","6,525","6,275","43.55M","0.00%"
"01/05/2021","6,425","6,550","6,550","6,400","34.96M","-1.15%"
"01/04/2021","6,500","6,350","6,525","6,225","30.53M","2.77%"
