"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"30/10/2023","1,0613","1,0566","1,0626","1,0547","","0,46%"
"27/10/2023","1,0564","1,0558","1,0598","1,0535","","0,04%"
"26/10/2023","1,0560","1,0570","1,0575","1,0522","","-0,03%"
"25/10/2023","1,0563","1,0591","1,0608","1,0564","","-0,24%"
"24/10/2023","1,0588","1,0669","1,0695","1,0582","","-0,75%"
"23/10/2023","1,0668","1,0594","1,0679","1,0570","","0,71%"
"20/10/2023","1,0593","1,0586","1,0604","1,0564","","0,13%"
"19/10/2023","1,0579","1,0535","1,0618","1,0527","","0,42%"
"18/10/2023","1,0535","1,0575","1,0595","1,0522","","-0,38%"
"17/10/2023","1,0575","1,0561","1,0596","1,0532","","0,16%"
"16/10/2023","1,0558","1,0507","1,0564","1,0507","","0,47%"
"13/10/2023","1,0509","1,0528","1,0560","1,0495","","-0,16%"
"12/10/2023","1,0526","1,0622","1,0641","1,0526","","-0,86%"
"11/10/2023","1,0617","1,0605","1,0636","1,0580","","0,13%"
"10/10/2023","1,0603","1,0567","1,0621","1,0554","","0,36%"
"09/10/2023","1,0565","1,0563","1,0575","1,0519","","-0,20%"
"06/10/2023","1,0586","1,0550","1,0601","1,0482","","0,36%"
"05/10/2023","1,0548","1,0509","1,0553","1,0500","","0,43%"
"04/10/2023","1,0503","1,0470","1,0534","1,0451","","0,36%"
"03/10/2023","1,0465","1,0478","1,0495","1,0448","","-0,11%"
"02/10/2023","1,0476","1,0568","1,0593","1,0477","","-0,89%"
"29/09/2023","1,0570","1,0566","1,0618","1,0558","","0,10%"
"28/09/2023","1,0559","1,0503","1,0580","1,0490","","0,56%"
"27/09/2023","1,0500","1,0569","1,0575","1,0488","","-0,66%"
"26/09/2023","1,0570","1,0593","1,0610","1,0562","","-0,19%"
"25/09/2023","1,0590","1,0655","1,0657","1,0574","","-0,58%"
"22/09/2023","1,0652","1,0660","1,0673","1,0614","","-0,06%"
"21/09/2023","1,0658","1,0660","1,0675","1,0617","","-0,01%"
"20/09/2023","1,0659","1,0682","1,0738","1,0650","","-0,17%"
"19/09/2023","1,0677","1,0687","1,0719","1,0673","","-0,12%"
"18/09/2023","1,0690","1,0663","1,0700","1,0655","","0,33%"
"15/09/2023","1,0655","1,0639","1,0689","1,0633","","0,13%"
"14/09/2023","1,0641","1,0729","1,0753","1,0631","","-0,81%"
"13/09/2023","1,0728","1,0754","1,0766","1,0711","","-0,22%"
"12/09/2023","1,0752","1,0751","1,0769","1,0705","","0,04%"
"11/09/2023","1,0748","1,0716","1,0760","1,0707","","0,46%"
"08/09/2023","1,0699","1,0697","1,0745","1,0694","","0,00%"
"07/09/2023","1,0699","1,0726","1,0732","1,0686","","-0,26%"
"06/09/2023","1,0727","1,0729","1,0749","1,0703","","0,07%"
"05/09/2023","1,0720","1,0797","1,0800","1,0707","","-0,69%"
"04/09/2023","1,0794","1,0778","1,0810","1,0772","","0,19%"
"01/09/2023","1,0773","1,0840","1,0883","1,0771","","-0,63%"
"31/08/2023","1,0841","1,0926","1,0941","1,0835","","-0,76%"
"30/08/2023","1,0924","1,0880","1,0947","1,0854","","0,43%"
"29/08/2023","1,0877","1,0814","1,0892","1,0782","","0,55%"
"28/08/2023","1,0817","1,0801","1,0823","1,0793","","0,16%"
"25/08/2023","1,0800","1,0810","1,0843","1,0766","","-0,08%"
"24/08/2023","1,0809","1,0863","1,0878","1,0805","","-0,46%"
"23/08/2023","1,0859","1,0848","1,0873","1,0802","","0,14%"
"22/08/2023","1,0844","1,0893","1,0932","1,0833","","-0,43%"
"21/08/2023","1,0891","1,0878","1,0915","1,0869","","0,24%"
"18/08/2023","1,0865","1,0872","1,0894","1,0845","","-0,06%"
"17/08/2023","1,0871","1,0876","1,0919","1,0856","","-0,03%"
"16/08/2023","1,0874","1,0907","1,0936","1,0871","","-0,28%"
"15/08/2023","1,0904","1,0906","1,0953","1,0897","","0,00%"
"14/08/2023","1,0904","1,0953","1,0961","1,0874","","-0,37%"
"11/08/2023","1,0944","1,0981","1,1006","1,0943","","-0,32%"
"10/08/2023","1,0979","1,0975","1,1066","1,0966","","0,05%"
"09/08/2023","1,0973","1,0953","1,0996","1,0951","","0,17%"
"08/08/2023","1,0954","1,1002","1,1012","1,0928","","-0,44%"
"07/08/2023","1,1002","1,1018","1,1019","1,0965","","-0,07%"
"04/08/2023","1,1010","1,0946","1,1043","1,0934","","0,60%"
"03/08/2023","1,0944","1,0938","1,0964","1,0911","","0,07%"
"02/08/2023","1,0936","1,0983","1,1021","1,0918","","-0,42%"
"01/08/2023","1,0982","1,0996","1,1004","1,0951","","-0,10%"
"31/07/2023","1,0993","1,1023","1,1047","1,0993","","-0,20%"
"28/07/2023","1,1015","1,0978","1,1048","1,0943","","0,38%"
"27/07/2023","1,0973","1,1081","1,1151","1,0966","","-0,99%"
"26/07/2023","1,1083","1,1053","1,1107","1,1038","","0,27%"
"25/07/2023","1,1053","1,1065","1,1088","1,1021","","-0,08%"
"24/07/2023","1,1062","1,1127","1,1147","1,1060","","-0,55%"
"21/07/2023","1,1123","1,1133","1,1146","1,1107","","-0,04%"
"20/07/2023","1,1128","1,1200","1,1229","1,1118","","-0,63%"
"19/07/2023","1,1198","1,1227","1,1241","1,1174","","-0,25%"
"18/07/2023","1,1226","1,1237","1,1277","1,1208","","-0,07%"
"17/07/2023","1,1234","1,1235","1,1250","1,1203","","0,06%"
"14/07/2023","1,1227","1,1227","1,1246","1,1204","","0,03%"
"13/07/2023","1,1224","1,1131","1,1229","1,1128","","0,86%"
"12/07/2023","1,1128","1,1008","1,1141","1,1004","","1,11%"
"11/07/2023","1,1006","1,1001","1,1027","1,0977","","0,06%"
"10/07/2023","1,0999","1,0971","1,1003","1,0943","","0,29%"
"07/07/2023","1,0967","1,0887","1,0974","1,0867","","0,73%"
"06/07/2023","1,0887","1,0858","1,0901","1,0833","","0,33%"
"05/07/2023","1,0851","1,0879","1,0909","1,0850","","-0,24%"
"04/07/2023","1,0877","1,0911","1,0918","1,0877","","-0,31%"
"03/07/2023","1,0911","1,0911","1,0934","1,0870","","0,01%"
"30/06/2023","1,0910","1,0864","1,0932","1,0835","","0,42%"
"29/06/2023","1,0864","1,0914","1,0942","1,0860","","-0,43%"
"28/06/2023","1,0911","1,0961","1,0964","1,0897","","-0,44%"
"27/06/2023","1,0959","1,0910","1,0978","1,0902","","0,50%"
"26/06/2023","1,0904","1,0897","1,0921","1,0887","","0,14%"
"23/06/2023","1,0889","1,0957","1,0960","1,0843","","-0,61%"
"22/06/2023","1,0956","1,0987","1,1012","1,0948","","-0,25%"
"21/06/2023","1,0984","1,0916","1,0991","1,0905","","0,62%"
"20/06/2023","1,0916","1,0922","1,0947","1,0892","","-0,05%"
"19/06/2023","1,0922","1,0942","1,0947","1,0907","","-0,10%"
"16/06/2023","1,0933","1,0944","1,0971","1,0918","","-0,11%"
"15/06/2023","1,0945","1,0830","1,0953","1,0803","","1,05%"
"14/06/2023","1,0831","1,0792","1,0865","1,0774","","0,37%"
"13/06/2023","1,0791","1,0755","1,0825","1,0755","","0,32%"
"12/06/2023","1,0757","1,0751","1,0791","1,0732","","0,09%"
"09/06/2023","1,0747","1,0782","1,0787","1,0743","","-0,32%"
"08/06/2023","1,0781","1,0699","1,0787","1,0696","","0,79%"
"07/06/2023","1,0697","1,0695","1,0741","1,0667","","0,06%"
"06/06/2023","1,0691","1,0714","1,0734","1,0667","","-0,20%"
"05/06/2023","1,0712","1,0712","1,0724","1,0674","","0,06%"
"02/06/2023","1,0706","1,0762","1,0780","1,0705","","-0,51%"
"01/06/2023","1,0761","1,0690","1,0769","1,0661","","0,68%"
"31/05/2023","1,0688","1,0736","1,0737","1,0635","","-0,42%"
"30/05/2023","1,0733","1,0707","1,0747","1,0672","","0,26%"
"29/05/2023","1,0705","1,0726","1,0745","1,0705","","-0,18%"
"26/05/2023","1,0724","1,0722","1,0760","1,0701","","0,05%"
"25/05/2023","1,0719","1,0750","1,0758","1,0707","","-0,27%"
"24/05/2023","1,0748","1,0775","1,0802","1,0747","","-0,19%"
"23/05/2023","1,0768","1,0812","1,0822","1,0760","","-0,40%"
"22/05/2023","1,0811","1,0814","1,0832","1,0795","","0,08%"
"19/05/2023","1,0802","1,0771","1,0829","1,0760","","0,31%"
"18/05/2023","1,0769","1,0840","1,0848","1,0762","","-0,65%"
"17/05/2023","1,0839","1,0862","1,0875","1,0810","","-0,20%"
"16/05/2023","1,0861","1,0874","1,0905","1,0854","","-0,10%"
"15/05/2023","1,0872","1,0856","1,0892","1,0845","","0,22%"
"12/05/2023","1,0848","1,0916","1,0937","1,0848","","-0,60%"
"11/05/2023","1,0914","1,0981","1,0999","1,0900","","-0,60%"
"10/05/2023","1,0980","1,0961","1,1008","1,0941","","0,18%"
"09/05/2023","1,0960","1,1006","1,1006","1,0941","","-0,40%"
"08/05/2023","1,1004","1,1033","1,1054","1,1000","","-0,12%"
"05/05/2023","1,1017","1,1012","1,1048","1,0966","","0,05%"
"04/05/2023","1,1011","1,1060","1,1092","1,0986","","-0,43%"
"03/05/2023","1,1059","1,1000","1,1092","1,1000","","0,55%"
"02/05/2023","1,0999","1,0973","1,1009","1,0942","","0,22%"
"01/05/2023","1,0975","1,1035","1,1038","1,0964","","-0,41%"
"28/04/2023","1,1020","1,1028","1,1046","1,0962","","-0,06%"
"27/04/2023","1,1027","1,1042","1,1064","1,0992","","-0,12%"
"26/04/2023","1,1040","1,0972","1,1096","1,0967","","0,62%"
"25/04/2023","1,0972","1,1046","1,1067","1,0964","","-0,62%"
"24/04/2023","1,1041","1,0991","1,1051","1,0966","","0,49%"
"21/04/2023","1,0987","1,0970","1,0995","1,0938","","0,18%"
"20/04/2023","1,0967","1,0956","1,0991","1,0932","","0,12%"
"19/04/2023","1,0954","1,0972","1,0985","1,0917","","-0,15%"
"18/04/2023","1,0971","1,0924","1,0984","1,0922","","0,41%"
"17/04/2023","1,0926","1,0990","1,1001","1,0909","","-0,67%"
"14/04/2023","1,1000","1,1043","1,1077","1,0972","","-0,40%"
"13/04/2023","1,1044","1,0992","1,1069","1,0977","","0,50%"
"12/04/2023","1,0989","1,0913","1,1001","1,0911","","0,72%"
"11/04/2023","1,0910","1,0863","1,0928","1,0857","","0,47%"
"10/04/2023","1,0859","1,0901","1,0918","1,0831","","-0,35%"
"07/04/2023","1,0897","1,0923","1,0926","1,0877","","-0,21%"
"06/04/2023","1,0920","1,0903","1,0939","1,0884","","0,16%"
"05/04/2023","1,0903","1,0953","1,0970","1,0890","","-0,45%"
"04/04/2023","1,0952","1,0901","1,0974","1,0883","","0,52%"
"03/04/2023","1,0895","1,0847","1,0918","1,0787","","0,52%"
"31/03/2023","1,0839","1,0906","1,0926","1,0837","","-0,57%"
"30/03/2023","1,0901","1,0844","1,0927","1,0823","","0,53%"
"29/03/2023","1,0843","1,0844","1,0872","1,0817","","0,00%"
"28/03/2023","1,0843","1,0798","1,0850","1,0795","","0,44%"
"27/03/2023","1,0796","1,0766","1,0801","1,0745","","0,34%"
"24/03/2023","1,0759","1,0829","1,0840","1,0713","","-0,66%"
"23/03/2023","1,0830","1,0856","1,0930","1,0824","","-0,23%"
"22/03/2023","1,0855","1,0768","1,0913","1,0759","","0,82%"
"21/03/2023","1,0767","1,0722","1,0789","1,0704","","0,45%"
"20/03/2023","1,0719","1,0697","1,0732","1,0631","","0,50%"
"17/03/2023","1,0666","1,0609","1,0686","1,0605","","0,58%"
"16/03/2023","1,0605","1,0578","1,0637","1,0550","","0,28%"
"15/03/2023","1,0575","1,0733","1,0761","1,0516","","-1,46%"
"14/03/2023","1,0732","1,0730","1,0751","1,0679","","0,03%"
"13/03/2023","1,0729","1,0646","1,0749","1,0646","","0,81%"
"10/03/2023","1,0643","1,0580","1,0702","1,0573","","0,60%"
"09/03/2023","1,0580","1,0545","1,0591","1,0538","","0,34%"
"08/03/2023","1,0544","1,0549","1,0575","1,0524","","-0,03%"
"07/03/2023","1,0547","1,0681","1,0695","1,0545","","-1,23%"
"06/03/2023","1,0678","1,0619","1,0695","1,0615","","0,43%"
"03/03/2023","1,0632","1,0598","1,0640","1,0587","","0,34%"
"02/03/2023","1,0596","1,0667","1,0673","1,0576","","-0,65%"
"01/03/2023","1,0665","1,0576","1,0692","1,0565","","0,84%"
"28/02/2023","1,0576","1,0605","1,0646","1,0574","","-0,29%"
"27/02/2023","1,0607","1,0542","1,0621","1,0532","","0,58%"
"24/02/2023","1,0546","1,0597","1,0616","1,0536","","-0,46%"
"23/02/2023","1,0595","1,0604","1,0629","1,0577","","-0,06%"
"22/02/2023","1,0601","1,0648","1,0665","1,0599","","-0,42%"
"21/02/2023","1,0646","1,0686","1,0699","1,0637","","-0,34%"
"20/02/2023","1,0682","1,0688","1,0705","1,0670","","-0,11%"
"17/02/2023","1,0694","1,0674","1,0699","1,0612","","0,24%"
"16/02/2023","1,0668","1,0690","1,0723","1,0654","","-0,20%"
"15/02/2023","1,0689","1,0738","1,0745","1,0660","","-0,43%"
"14/02/2023","1,0735","1,0723","1,0805","1,0707","","0,14%"
"13/02/2023","1,0720","1,0679","1,0730","1,0655","","0,42%"
"10/02/2023","1,0675","1,0738","1,0753","1,0665","","-0,57%"
"09/02/2023","1,0736","1,0711","1,0793","1,0709","","0,25%"
"08/02/2023","1,0709","1,0726","1,0762","1,0709","","-0,13%"
"07/02/2023","1,0723","1,0727","1,0768","1,0667","","-0,07%"
"06/02/2023","1,0730","1,0790","1,0800","1,0709","","-0,58%"
"03/02/2023","1,0793","1,0909","1,0941","1,0791","","-1,07%"
"02/02/2023","1,0910","1,0990","1,1035","1,0885","","-0,72%"
"01/02/2023","1,0989","1,0864","1,1002","1,0852","","1,17%"
"31/01/2023","1,0862","1,0850","1,0875","1,0802","","0,17%"
"30/01/2023","1,0844","1,0875","1,0915","1,0839","","-0,21%"
"27/01/2023","1,0867","1,0892","1,0902","1,0837","","-0,20%"
"26/01/2023","1,0889","1,0917","1,0930","1,0850","","-0,24%"
"25/01/2023","1,0915","1,0881","1,0925","1,0856","","0,28%"
"24/01/2023","1,0885","1,0872","1,0899","1,0834","","0,16%"
"23/01/2023","1,0868","1,0860","1,0928","1,0846","","0,12%"
"20/01/2023","1,0855","1,0833","1,0860","1,0802","","0,26%"
"19/01/2023","1,0827","1,0790","1,0841","1,0782","","0,32%"
"18/01/2023","1,0792","1,0790","1,0888","1,0766","","0,04%"
"17/01/2023","1,0788","1,0822","1,0870","1,0774","","-0,26%"
"16/01/2023","1,0816","1,0834","1,0875","1,0801","","-0,11%"
"13/01/2023","1,0828","1,0854","1,0869","1,0780","","-0,17%"
"12/01/2023","1,0846","1,0757","1,0867","1,0730","","0,85%"
"11/01/2023","1,0755","1,0736","1,0777","1,0725","","0,20%"
"10/01/2023","1,0734","1,0725","1,0760","1,0711","","0,06%"
"09/01/2023","1,0728","1,0637","1,0762","1,0636","","0,79%"
"06/01/2023","1,0644","1,0522","1,0648","1,0483","","1,18%"
"05/01/2023","1,0520","1,0604","1,0633","1,0515","","-0,75%"
"04/01/2023","1,0599","1,0552","1,0636","1,0541","","0,50%"
"03/01/2023","1,0546","1,0664","1,0684","1,0519","","-1,09%"
"02/01/2023","1,0662","1,0702","1,0708","1,0650","","-0,37%"
"30/12/2022","1,0702","1,0663","1,0714","1,0639","","0,38%"
"29/12/2022","1,0661","1,0609","1,0691","1,0609","","0,50%"
"28/12/2022","1,0608","1,0642","1,0675","1,0606","","-0,28%"
"27/12/2022","1,0638","1,0638","1,0670","1,0611","","0,03%"
"26/12/2022","1,0635","1,0611","1,0638","1,0604","","0,20%"
"23/12/2022","1,0614","1,0595","1,0633","1,0586","","0,20%"
"22/12/2022","1,0593","1,0607","1,0660","1,0572","","-0,09%"
"21/12/2022","1,0603","1,0625","1,0646","1,0589","","-0,17%"
"20/12/2022","1,0621","1,0606","1,0660","1,0579","","0,15%"
"19/12/2022","1,0605","1,0591","1,0659","1,0576","","0,22%"
"16/12/2022","1,0582","1,0626","1,0664","1,0584","","-0,41%"
"15/12/2022","1,0626","1,0683","1,0737","1,0592","","-0,52%"
"14/12/2022","1,0682","1,0633","1,0696","1,0619","","0,49%"
"13/12/2022","1,0630","1,0534","1,0674","1,0528","","0,90%"
"12/12/2022","1,0535","1,0528","1,0581","1,0506","","0,05%"
"09/12/2022","1,0530","1,0559","1,0589","1,0507","","-0,25%"
"08/12/2022","1,0556","1,0508","1,0566","1,0489","","0,49%"
"07/12/2022","1,0505","1,0469","1,0551","1,0442","","0,34%"
"06/12/2022","1,0469","1,0489","1,0534","1,0459","","-0,21%"
"05/12/2022","1,0491","1,0517","1,0596","1,0480","","-0,45%"
"02/12/2022","1,0538","1,0524","1,0545","1,0427","","0,15%"
"01/12/2022","1,0522","1,0407","1,0535","1,0393","","1,12%"
"30/11/2022","1,0405","1,0329","1,0429","1,0290","","0,76%"
"29/11/2022","1,0327","1,0340","1,0396","1,0320","","-0,10%"
"28/11/2022","1,0337","1,0382","1,0498","1,0330","","-0,56%"
"25/11/2022","1,0395","1,0409","1,0430","1,0355","","-0,12%"
"24/11/2022","1,0408","1,0398","1,0450","1,0381","","0,13%"
"23/11/2022","1,0395","1,0305","1,0406","1,0297","","0,90%"
"22/11/2022","1,0302","1,0243","1,0309","1,0240","","0,60%"
"21/11/2022","1,0241","1,0318","1,0334","1,0223","","-0,80%"
"18/11/2022","1,0324","1,0362","1,0397","1,0313","","-0,35%"
"17/11/2022","1,0360","1,0395","1,0408","1,0305","","-0,31%"
"16/11/2022","1,0392","1,0349","1,0440","1,0330","","0,43%"
"15/11/2022","1,0348","1,0325","1,0482","1,0280","","0,22%"
"14/11/2022","1,0325","1,0366","1,0368","1,0271","","-0,26%"
"11/11/2022","1,0352","1,0209","1,0365","1,0163","","1,41%"
"10/11/2022","1,0208","1,0008","1,0223","0,9935","","1,97%"
"09/11/2022","1,0011","1,0074","1,0089","0,9993","","-0,61%"
"08/11/2022","1,0072","1,0021","1,0097","0,9972","","0,53%"
"07/11/2022","1,0019","0,9911","1,0035","0,9899","","0,59%"
"04/11/2022","0,9960","0,9750","0,9968","0,9742","","2,14%"
"03/11/2022","0,9751","0,9819","0,9840","0,9730","","-0,67%"
"02/11/2022","0,9817","0,9875","0,9977","0,9813","","-0,58%"
"01/11/2022","0,9874","0,9882","0,9955","0,9853","","-0,09%"
"31/10/2022","0,9883","0,9947","0,9967","0,9872","","-0,80%"
"28/10/2022","0,9963","0,9965","0,9999","0,9926","","0,01%"
"27/10/2022","0,9962","1,0079","1,0095","0,9957","","-1,14%"
"26/10/2022","1,0077","0,9966","1,0090","0,9943","","1,13%"
"25/10/2022","0,9964","0,9874","0,9978","0,9848","","0,91%"
"24/10/2022","0,9874","0,9867","0,9900","0,9807","","0,14%"
"21/10/2022","0,9860","0,9786","0,9870","0,9705","","0,79%"
"20/10/2022","0,9783","0,9773","0,9846","0,9754","","0,12%"
"19/10/2022","0,9771","0,9859","0,9873","0,9757","","-0,82%"
"18/10/2022","0,9852","0,9838","0,9877","0,9812","","0,14%"
"17/10/2022","0,9838","0,9726","0,9853","0,9719","","1,22%"
"14/10/2022","0,9719","0,9778","0,9809","0,9708","","-0,55%"
"13/10/2022","0,9773","0,9702","0,9807","0,9632","","0,71%"
"12/10/2022","0,9704","0,9708","0,9735","0,9668","","0,01%"
"11/10/2022","0,9703","0,9700","0,9776","0,9672","","0,03%"
"10/10/2022","0,9700","0,9737","0,9754","0,9682","","-0,42%"
"07/10/2022","0,9741","0,9791","0,9818","0,9726","","-0,48%"
"06/10/2022","0,9788","0,9879","0,9927","0,9788","","-0,95%"
"05/10/2022","0,9882","0,9986","0,9996","0,9834","","-1,01%"
"04/10/2022","0,9983","0,9826","1,0000","0,9806","","1,62%"
"03/10/2022","0,9824","0,9800","0,9846","0,9753","","0,26%"
"30/09/2022","0,9799","0,9817","0,9855","0,9735","","-0,15%"
"29/09/2022","0,9814","0,9735","0,9817","0,9635","","0,82%"
"28/09/2022","0,9734","0,9594","0,9752","0,9536","","1,48%"
"27/09/2022","0,9592","0,9610","0,9672","0,9569","","-0,15%"
"26/09/2022","0,9606","0,9679","0,9711","0,9567","","-0,87%"
"23/09/2022","0,9690","0,9837","0,9853","0,9668","","-1,48%"
"22/09/2022","0,9836","0,9837","0,9908","0,9809","","-0,01%"
"21/09/2022","0,9837","0,9972","0,9978","0,9813","","-1,33%"
"20/09/2022","0,9970","1,0023","1,0052","0,9955","","-0,52%"
"19/09/2022","1,0022","1,0012","1,0030","0,9966","","0,07%"
"16/09/2022","1,0015","1,0001","1,0037","0,9945","","0,16%"
"15/09/2022","0,9999","0,9981","1,0019","0,9956","","0,22%"
"14/09/2022","0,9977","0,9969","1,0025","0,9956","","0,07%"
"13/09/2022","0,9970","1,0123","1,0188","0,9966","","-1,47%"
"12/09/2022","1,0119","1,0080","1,0199","1,0059","","0,80%"
"09/09/2022","1,0039","0,9995","1,0114","0,9995","","0,45%"
"08/09/2022","0,9994","1,0002","1,0031","0,9931","","-0,05%"
"07/09/2022","0,9999","0,9904","1,0012","0,9875","","0,98%"
"06/09/2022","0,9902","0,9927","0,9987","0,9864","","-0,24%"
"05/09/2022","0,9926","0,9950","0,9950","0,9877","","-0,25%"
"02/09/2022","0,9951","0,9946","1,0035","0,9943","","0,07%"
"01/09/2022","0,9944","1,0055","1,0057","0,9911","","-1,12%"
"31/08/2022","1,0057","1,0014","1,0080","0,9971","","0,45%"
"30/08/2022","1,0012","0,9996","1,0056","0,9982","","0,17%"
"29/08/2022","0,9995","0,9977","1,0030","0,9914","","0,34%"
"26/08/2022","0,9961","0,9975","1,0091","0,9947","","-0,13%"
"25/08/2022","0,9974","0,9967","1,0035","0,9949","","0,09%"
"24/08/2022","0,9965","0,9971","1,0000","0,9910","","-0,02%"
"23/08/2022","0,9967","0,9944","1,0019","0,9900","","0,26%"
"22/08/2022","0,9941","1,0041","1,0048","0,9926","","-0,93%"
"19/08/2022","1,0034","1,0090","1,0097","1,0032","","-0,54%"
"18/08/2022","1,0088","1,0180","1,0194","1,0080","","-0,90%"
"17/08/2022","1,0180","1,0170","1,0204","1,0145","","0,10%"
"16/08/2022","1,0170","1,0162","1,0196","1,0122","","0,10%"
"15/08/2022","1,0160","1,0263","1,0269","1,0155","","-0,96%"
"12/08/2022","1,0258","1,0316","1,0328","1,0238","","-0,57%"
"11/08/2022","1,0317","1,0299","1,0366","1,0275","","0,19%"
"10/08/2022","1,0297","1,0214","1,0370","1,0202","","0,84%"
"09/08/2022","1,0211","1,0198","1,0248","1,0188","","0,16%"
"08/08/2022","1,0195","1,0179","1,0223","1,0159","","0,14%"
"05/08/2022","1,0181","1,0247","1,0253","1,0141","","-0,61%"
"04/08/2022","1,0243","1,0162","1,0255","1,0154","","0,78%"
"03/08/2022","1,0164","1,0166","1,0210","1,0122","","0,00%"
"02/08/2022","1,0164","1,0261","1,0295","1,0163","","-0,95%"
"01/08/2022","1,0261","1,0218","1,0276","1,0205","","0,42%"
"29/07/2022","1,0218","1,0197","1,0255","1,0145","","0,22%"
"28/07/2022","1,0196","1,0198","1,0236","1,0114","","-0,06%"
"27/07/2022","1,0202","1,0117","1,0221","1,0096","","0,87%"
"26/07/2022","1,0114","1,0220","1,0252","1,0107","","-1,04%"
"25/07/2022","1,0220","1,0212","1,0259","1,0179","","0,10%"
"22/07/2022","1,0210","1,0229","1,0256","1,0130","","-0,18%"
"21/07/2022","1,0228","1,0178","1,0279","1,0154","","0,50%"
"20/07/2022","1,0177","1,0228","1,0274","1,0155","","-0,46%"
"19/07/2022","1,0224","1,0143","1,0269","1,0120","","0,82%"
"18/07/2022","1,0141","1,0085","1,0202","1,0078","","0,54%"
"15/07/2022","1,0087","1,0018","1,0099","1,0006","","0,71%"
"14/07/2022","1,0016","1,0061","1,0065","0,9952","","-0,44%"
"13/07/2022","1,0060","1,0040","1,0123","0,9998","","0,24%"
"12/07/2022","1,0036","1,0040","1,0075","1,0000","","-0,03%"
"11/07/2022","1,0039","1,0174","1,0185","1,0034","","-1,41%"
"08/07/2022","1,0183","1,0160","1,0193","1,0072","","0,24%"
"07/07/2022","1,0159","1,0181","1,0222","1,0143","","-0,22%"
"06/07/2022","1,0181","1,0268","1,0277","1,0162","","-0,83%"
"05/07/2022","1,0266","1,0419","1,0450","1,0235","","-1,49%"
"04/07/2022","1,0421","1,0424","1,0463","1,0417","","-0,07%"
"01/07/2022","1,0428","1,0481","1,0486","1,0366","","-0,52%"
"30/06/2022","1,0482","1,0441","1,0489","1,0382","","0,41%"
"29/06/2022","1,0439","1,0518","1,0537","1,0435","","-0,75%"
"28/06/2022","1,0518","1,0585","1,0607","1,0503","","-0,61%"
"27/06/2022","1,0583","1,0555","1,0616","1,0549","","0,27%"
"24/06/2022","1,0554","1,0526","1,0572","1,0511","","0,29%"
"23/06/2022","1,0523","1,0567","1,0582","1,0482","","-0,40%"
"22/06/2022","1,0565","1,0527","1,0606","1,0469","","0,38%"
"21/06/2022","1,0525","1,0511","1,0583","1,0507","","0,15%"
"20/06/2022","1,0509","1,0472","1,0547","1,0472","","0,10%"
"17/06/2022","1,0498","1,0549","1,0561","1,0444","","-0,46%"
"16/06/2022","1,0547","1,0442","1,0602","1,0381","","1,00%"
"15/06/2022","1,0443","1,0417","1,0509","1,0359","","0,28%"
"14/06/2022","1,0414","1,0411","1,0486","1,0397","","0,06%"
"13/06/2022","1,0408","1,0514","1,0521","1,0400","","-1,02%"
"10/06/2022","1,0515","1,0617","1,0644","1,0505","","-0,93%"
"09/06/2022","1,0614","1,0717","1,0774","1,0610","","-0,93%"
"08/06/2022","1,0714","1,0700","1,0749","1,0671","","0,14%"
"07/06/2022","1,0699","1,0695","1,0715","1,0652","","0,05%"
"06/06/2022","1,0694","1,0722","1,0753","1,0684","","-0,22%"
"03/06/2022","1,0718","1,0747","1,0765","1,0704","","-0,25%"
"02/06/2022","1,0745","1,0649","1,0751","1,0644","","0,93%"
"01/06/2022","1,0646","1,0734","1,0739","1,0627","","-0,81%"
"31/05/2022","1,0733","1,0779","1,0780","1,0679","","-0,41%"
"30/05/2022","1,0777","1,0737","1,0787","1,0726","","0,47%"
"27/05/2022","1,0727","1,0726","1,0766","1,0697","","0,03%"
"26/05/2022","1,0724","1,0684","1,0732","1,0662","","0,41%"
"25/05/2022","1,0680","1,0735","1,0740","1,0642","","-0,50%"
"24/05/2022","1,0734","1,0690","1,0749","1,0661","","0,42%"
"23/05/2022","1,0689","1,0572","1,0699","1,0558","","1,22%"
"20/05/2022","1,0560","1,0586","1,0600","1,0532","","-0,25%"
"19/05/2022","1,0586","1,0470","1,0608","1,0461","","1,15%"
"18/05/2022","1,0466","1,0549","1,0564","1,0460","","-0,77%"
"17/05/2022","1,0547","1,0434","1,0556","1,0429","","1,11%"
"16/05/2022","1,0431","1,0405","1,0444","1,0389","","0,19%"
"13/05/2022","1,0411","1,0379","1,0421","1,0349","","0,31%"
"12/05/2022","1,0379","1,0512","1,0530","1,0354","","-1,26%"
"11/05/2022","1,0511","1,0529","1,0578","1,0502","","-0,15%"
"10/05/2022","1,0527","1,0557","1,0586","1,0525","","-0,27%"
"09/05/2022","1,0555","1,0551","1,0594","1,0495","","0,04%"
"06/05/2022","1,0551","1,0544","1,0601","1,0482","","0,10%"
"05/05/2022","1,0540","1,0623","1,0643","1,0493","","-0,76%"
"04/05/2022","1,0621","1,0516","1,0631","1,0505","","0,96%"
"03/05/2022","1,0520","1,0502","1,0579","1,0492","","0,15%"
"02/05/2022","1,0504","1,0550","1,0569","1,0490","","-0,35%"
"29/04/2022","1,0541","1,0498","1,0593","1,0491","","0,45%"
"28/04/2022","1,0494","1,0557","1,0566","1,0471","","-0,58%"
