"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"03/07/2019","1,1277","1,1285","1,1311","1,1268","","-0,05%"
"02/07/2019","1,1283","1,1286","1,1321","1,1275","","-0,02%"
"01/07/2019","1,1285","1,1376","1,1376","1,1281","","-0,73%"
"28/06/2019","1,1368","1,1370","1,1394","1,1351","","0,00%"
"27/06/2019","1,1368","1,1369","1,1383","1,1348","","0,00%"
"26/06/2019","1,1368","1,1366","1,1391","1,1348","","0,03%"
"25/06/2019","1,1365","1,1399","1,1413","1,1344","","-0,27%"
"24/06/2019","1,1396","1,1361","1,1405","1,1361","","0,26%"
"21/06/2019","1,1366","1,1292","1,1378","1,1282","","0,66%"
"20/06/2019","1,1291","1,1226","1,1319","1,1226","","0,60%"
"19/06/2019","1,1224","1,1193","1,1254","1,1187","","0,29%"
"18/06/2019","1,1191","1,1219","1,1244","1,1181","","-0,23%"
"17/06/2019","1,1217","1,1216","1,1248","1,1204","","0,09%"
"14/06/2019","1,1207","1,1283","1,1290","1,1202","","-0,60%"
"13/06/2019","1,1275","1,1287","1,1305","1,1268","","-0,11%"
"12/06/2019","1,1287","1,1326","1,1345","1,1282","","-0,37%"
"11/06/2019","1,1329","1,1312","1,1338","1,1302","","0,15%"
"10/06/2019","1,1312","1,1324","1,1332","1,1290","","-0,17%"
"07/06/2019","1,1331","1,1275","1,1349","1,1250","","0,51%"
"06/06/2019","1,1274","1,1229","1,1309","1,1214","","0,49%"
"05/06/2019","1,1219","1,1251","1,1308","1,1219","","-0,28%"
"04/06/2019","1,1251","1,1241","1,1279","1,1226","","0,10%"
"03/06/2019","1,1240","1,1168","1,1264","1,1155","","0,65%"
"31/05/2019","1,1167","1,1134","1,1181","1,1125","","0,33%"
"30/05/2019","1,1130","1,1132","1,1145","1,1115","","0,01%"
"29/05/2019","1,1129","1,1161","1,1174","1,1124","","-0,28%"
"28/05/2019","1,1160","1,1199","1,1204","1,1159","","-0,32%"
"27/05/2019","1,1196","1,1196","1,1216","1,1186","","-0,05%"
"24/05/2019","1,1202","1,1182","1,1214","1,1174","","0,20%"
"23/05/2019","1,1180","1,1151","1,1189","1,1107","","0,25%"
"22/05/2019","1,1152","1,1167","1,1182","1,1147","","-0,05%"
"21/05/2019","1,1158","1,1170","1,1189","1,1141","","-0,11%"
"20/05/2019","1,1170","1,1158","1,1177","1,1149","","0,13%"
"17/05/2019","1,1156","1,1174","1,1186","1,1154","","-0,14%"
"16/05/2019","1,1172","1,1202","1,1227","1,1166","","-0,25%"
"15/05/2019","1,1200","1,1204","1,1226","1,1176","","-0,03%"
"14/05/2019","1,1203","1,1224","1,1247","1,1201","","-0,18%"
"13/05/2019","1,1223","1,1242","1,1267","1,1222","","-0,09%"
"10/05/2019","1,1233","1,1215","1,1254","1,1214","","0,12%"
"09/05/2019","1,1220","1,1192","1,1253","1,1172","","0,26%"
"08/05/2019","1,1191","1,1191","1,1216","1,1182","","0,01%"
"07/05/2019","1,1190","1,1199","1,1223","1,1166","","-0,06%"
"06/05/2019","1,1197","1,1172","1,1210","1,1160","","-0,03%"
"03/05/2019","1,1200","1,1179","1,1208","1,1134","","0,21%"
"02/05/2019","1,1176","1,1203","1,1221","1,1170","","-0,16%"
"01/05/2019","1,1194","1,1216","1,1267","1,1188","","-0,19%"
"30/04/2019","1,1215","1,1187","1,1231","1,1175","","0,27%"
"29/04/2019","1,1185","1,1153","1,1191","1,1141","","0,33%"
"26/04/2019","1,1148","1,1131","1,1176","1,1111","","0,16%"
"25/04/2019","1,1130","1,1161","1,1164","1,1118","","-0,20%"
"24/04/2019","1,1152","1,1229","1,1233","1,1140","","-0,65%"
"23/04/2019","1,1225","1,1258","1,1264","1,1191","","-0,27%"
"22/04/2019","1,1255","1,1245","1,1265","1,1235","","0,08%"
"19/04/2019","1,1246","1,1241","1,1254","1,1229","","0,15%"
"18/04/2019","1,1229","1,1297","1,1307","1,1226","","-0,58%"
"17/04/2019","1,1294","1,1281","1,1326","1,1279","","0,12%"
"16/04/2019","1,1280","1,1304","1,1315","1,1279","","-0,24%"
"15/04/2019","1,1307","1,1300","1,1323","1,1294","","0,06%"
"12/04/2019","1,1300","1,1254","1,1327","1,1252","","0,44%"
"11/04/2019","1,1250","1,1273","1,1291","1,1248","","-0,20%"
"10/04/2019","1,1273","1,1264","1,1288","1,1229","","0,11%"
"09/04/2019","1,1261","1,1271","1,1287","1,1254","","0,02%"
"08/04/2019","1,1259","1,1218","1,1277","1,1212","","0,40%"
"05/04/2019","1,1214","1,1224","1,1247","1,1210","","-0,05%"
"04/04/2019","1,1220","1,1235","1,1250","1,1205","","-0,12%"
"03/04/2019","1,1234","1,1205","1,1256","1,1200","","0,29%"
"02/04/2019","1,1202","1,1216","1,1219","1,1183","","-0,09%"
"01/04/2019","1,1212","1,1218","1,1250","1,1203","","-0,04%"
"29/03/2019","1,1217","1,1221","1,1248","1,1208","","-0,03%"
"28/03/2019","1,1220","1,1244","1,1264","1,1213","","-0,24%"
"27/03/2019","1,1247","1,1269","1,1287","1,1242","","-0,15%"
"26/03/2019","1,1264","1,1313","1,1329","1,1262","","-0,42%"
"25/03/2019","1,1311","1,1294","1,1333","1,1284","","-0,02%"
"22/03/2019","1,1313","1,1376","1,1394","1,1273","","-0,53%"
"21/03/2019","1,1373","1,1414","1,1439","1,1342","","-0,33%"
"20/03/2019","1,1411","1,1351","1,1450","1,1334","","0,55%"
"19/03/2019","1,1349","1,1337","1,1364","1,1332","","0,11%"
"18/03/2019","1,1336","1,1323","1,1361","1,1317","","0,10%"
"15/03/2019","1,1325","1,1305","1,1347","1,1296","","0,20%"
"14/03/2019","1,1302","1,1330","1,1342","1,1293","","-0,20%"
"13/03/2019","1,1325","1,1288","1,1341","1,1277","","0,35%"
"12/03/2019","1,1286","1,1250","1,1308","1,1244","","0,35%"
"11/03/2019","1,1247","1,1239","1,1259","1,1222","","0,08%"
"08/03/2019","1,1238","1,1193","1,1248","1,1184","","0,41%"
"07/03/2019","1,1192","1,1307","1,1322","1,1176","","-1,00%"
"06/03/2019","1,1305","1,1313","1,1327","1,1286","","-0,01%"
"05/03/2019","1,1306","1,1339","1,1353","1,1289","","-0,27%"
"04/03/2019","1,1337","1,1379","1,1396","1,1309","","-0,33%"
"01/03/2019","1,1374","1,1370","1,1410","1,1351","","0,04%"
"28/02/2019","1,1370","1,1372","1,1422","1,1357","","0,01%"
"27/02/2019","1,1369","1,1397","1,1405","1,1361","","-0,14%"
"26/02/2019","1,1385","1,1367","1,1404","1,1343","","0,24%"
"25/02/2019","1,1358","1,1338","1,1370","1,1324","","0,15%"
"22/02/2019","1,1341","1,1336","1,1359","1,1315","","0,06%"
"21/02/2019","1,1334","1,1338","1,1368","1,1320","","-0,01%"
"20/02/2019","1,1335","1,1341","1,1374","1,1324","","-0,04%"
"19/02/2019","1,1340","1,1310","1,1359","1,1274","","0,28%"
"18/02/2019","1,1308","1,1287","1,1336","1,1283","","0,13%"
"15/02/2019","1,1293","1,1294","1,1313","1,1233","","-0,05%"
"14/02/2019","1,1299","1,1261","1,1311","1,1247","","0,30%"
"13/02/2019","1,1265","1,1326","1,1345","1,1258","","-0,52%"
"12/02/2019","1,1324","1,1281","1,1343","1,1256","","0,43%"
"11/02/2019","1,1275","1,1328","1,1331","1,1265","","-0,47%"
"08/02/2019","1,1328","1,1347","1,1354","1,1319","","-0,11%"
"07/02/2019","1,1340","1,1362","1,1376","1,1323","","-0,18%"
"06/02/2019","1,1360","1,1406","1,1420","1,1359","","-0,46%"
"05/02/2019","1,1412","1,1439","1,1454","1,1399","","-0,20%"
"04/02/2019","1,1435","1,1455","1,1466","1,1420","","-0,17%"
"01/02/2019","1,1454","1,1448","1,1490","1,1433","","0,09%"
"31/01/2019","1,1444","1,1480","1,1517","1,1433","","-0,29%"
"30/01/2019","1,1477","1,1433","1,1504","1,1405","","0,41%"
"29/01/2019","1,1430","1,1427","1,1452","1,1410","","-0,03%"
"28/01/2019","1,1433","1,1407","1,1447","1,1389","","0,18%"
"25/01/2019","1,1412","1,1305","1,1421","1,1296","","0,95%"
"24/01/2019","1,1305","1,1381","1,1399","1,1288","","-0,66%"
"23/01/2019","1,1380","1,1360","1,1397","1,1349","","0,19%"
"22/01/2019","1,1358","1,1367","1,1387","1,1334","","-0,05%"
"21/01/2019","1,1364","1,1370","1,1409","1,1355","","0,03%"
"18/01/2019","1,1361","1,1389","1,1412","1,1351","","-0,30%"
"17/01/2019","1,1395","1,1395","1,1410","1,1369","","-0,02%"
"16/01/2019","1,1397","1,1413","1,1428","1,1376","","-0,15%"
"15/01/2019","1,1414","1,1471","1,1492","1,1380","","-0,52%"
"14/01/2019","1,1474","1,1470","1,1484","1,1439","","0,06%"
"11/01/2019","1,1467","1,1499","1,1542","1,1456","","-0,27%"
"10/01/2019","1,1498","1,1542","1,1571","1,1484","","-0,37%"
"09/01/2019","1,1541","1,1443","1,1555","1,1435","","0,88%"
"08/01/2019","1,1440","1,1475","1,1486","1,1421","","-0,30%"
"07/01/2019","1,1474","1,1392","1,1485","1,1391","","0,71%"
"04/01/2019","1,1393","1,1393","1,1422","1,1345","","0,01%"
"03/01/2019","1,1392","1,1345","1,1412","1,1309","","0,44%"
"02/01/2019","1,1342","1,1465","1,1498","1,1325","","-1,05%"
"01/01/2019","1,1462","1,1466","1,1480","1,1425","","-0,06%"
